"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"IrpinModel.nlogo"
"Vary Site-Selection Artillery Active"
"04/19/2025 01:43:24:609 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","459","0","624"
"[run number]","turn-on-artillery?","turn-on-stop-conditions?","spacing-mode","site-selection-mode","[step]","battle-outcome","infantry-crossed","infantry-casualties","infantry-used","pontoons-used","ticks"
"593","true","true","Uniform","06 Shortest Bridges","1860","Retreat","0","4520","6450","15960","1860"
"590","true","true","Uniform","06 Shortest Bridges","1760","Retreat","1200","4560","6780","15070","1760"
"595","true","true","Uniform","06 Shortest Bridges","1598","Victory","4500","3700","6430","13820","1598"
"600","true","true","Uniform","06 Shortest Bridges","1940","Retreat","0","4540","6580","16570","1940"
"596","true","true","Uniform","06 Shortest Bridges","1960","Retreat","800","4510","6610","16850","1960"
"598","true","true","Uniform","06 Shortest Bridges","1940","Retreat","2400","4520","6600","16580","1940"
"608","true","true","Uniform","07 Shortest Bridges","599","Victory","4500","1130","4690","5160","599"
"597","true","true","Uniform","06 Shortest Bridges","1820","Retreat","2100","4510","6720","15590","1820"
"610","true","true","Uniform","07 Shortest Bridges","169","Victory","4500","150","1740","1460","169"
"599","true","true","Uniform","06 Shortest Bridges","1800","Retreat","2300","4510","6400","15440","1800"
"605","true","true","Uniform","07 Shortest Bridges","793","Victory","4700","1670","4850","6800","793"
"615","true","true","Uniform","07 Shortest Bridges","166","Victory","4600","180","1790","1420","166"
"614","true","true","Uniform","07 Shortest Bridges","491","Victory","4600","910","4360","4200","491"
"603","true","true","Uniform","07 Shortest Bridges","1413","Victory","4500","3350","5760","12200","1413"
"602","true","true","Uniform","07 Shortest Bridges","1800","Retreat","2100","4540","6990","15470","1800"
"604","true","true","Uniform","07 Shortest Bridges","1820","Retreat","3800","4520","7120","15740","1820"
"601","true","true","Uniform","07 Shortest Bridges","1700","Retreat","2300","4520","7220","14660","1700"
"611","true","true","Uniform","07 Shortest Bridges","1740","Retreat","800","4540","6910","14850","1740"
"609","true","true","Uniform","07 Shortest Bridges","1720","Retreat","3100","4510","6860","14830","1720"
"616","true","true","Uniform","07 Shortest Bridges","1142","Victory","4500","2670","5580","9800","1142"
"606","true","true","Uniform","07 Shortest Bridges","1720","Retreat","400","4510","6980","14740","1720"
"607","true","true","Uniform","07 Shortest Bridges","1900","Retreat","0","4530","6950","16410","1900"
"613","true","true","Uniform","07 Shortest Bridges","1800","Retreat","4300","4540","6790","15490","1800"
"612","true","true","Uniform","07 Shortest Bridges","1760","Retreat","800","4520","6970","15260","1760"
"617","true","true","Uniform","07 Shortest Bridges","1740","Retreat","2800","4510","6810","14990","1740"
"622","true","true","Uniform","07 Shortest Bridges","1920","Retreat","3300","4510","7030","16530","1920"
"619","true","true","Uniform","07 Shortest Bridges","1820","Retreat","2400","4510","7060","15580","1820"
"623","true","true","Uniform","07 Shortest Bridges","1177","Victory","4600","2850","5450","10090","1177"
"621","true","true","Uniform","07 Shortest Bridges","1338","Victory","4700","3140","5870","11490","1338"
"620","true","true","Uniform","07 Shortest Bridges","2020","Retreat","1700","4540","6890","17300","2020"
"618","true","true","Uniform","07 Shortest Bridges","1820","Retreat","400","4530","7050","15570","1820"
"630","true","true","Uniform","07 Shortest Bridges","1156","Victory","4600","2770","5550","9910","1156"
"628","true","true","Uniform","07 Shortest Bridges","1253","Victory","4700","3010","5990","10760","1253"
"632","true","true","Uniform","07 Shortest Bridges","879","Victory","4500","1770","5030","7610","879"
"624","true","true","Uniform","07 Shortest Bridges","1820","Retreat","1300","4550","7110","15580","1820"
"637","true","true","Uniform","07 Shortest Bridges","459","Victory","4600","770","4220","3980","459"
"627","true","true","Uniform","07 Shortest Bridges","1720","Retreat","1300","4540","7110","14730","1720"
"641","true","true","Uniform","07 Shortest Bridges","163","Victory","4500","110","1670","1430","163"
"625","true","true","Uniform","07 Shortest Bridges","1567","Victory","4500","3720","6350","13440","1567"
"626","true","true","Uniform","07 Shortest Bridges","1840","Retreat","3400","4540","7120","15830","1840"
"644","true","true","Uniform","07 Shortest Bridges","346","Victory","4500","560","3660","3020","346"
"636","true","true","Uniform","07 Shortest Bridges","1740","Retreat","1500","4560","6610","15020","1740"
"639","true","true","Uniform","07 Shortest Bridges","840","Victory","4700","1960","4890","7210","840"
"629","true","true","Uniform","07 Shortest Bridges","1800","Retreat","2600","4510","7040","15460","1800"
"631","true","true","Uniform","07 Shortest Bridges","1700","Retreat","3800","4540","6920","14590","1700"
"643","true","true","Uniform","07 Shortest Bridges","520","Victory","4500","1280","4570","4480","520"
"633","true","true","Uniform","07 Shortest Bridges","1249","Victory","4500","3080","5730","10680","1249"
"647","true","true","Uniform","07 Shortest Bridges","163","Victory","4500","120","1710","1420","163"
"648","true","true","Uniform","07 Shortest Bridges","419","Victory","4500","840","4020","3620","419"
"634","true","true","Uniform","07 Shortest Bridges","1820","Retreat","3300","4560","7080","15650","1820"
"646","true","true","Uniform","07 Shortest Bridges","1167","Victory","4600","2770","5580","10010","1167"
"638","true","true","Uniform","07 Shortest Bridges","1820","Retreat","900","4540","6620","15660","1820"
"653","true","true","Uniform","07 Shortest Bridges","678","Victory","4500","1440","4910","5850","678"
"635","true","true","Uniform","07 Shortest Bridges","1800","Retreat","1300","4550","6890","15500","1800"
"657","true","true","Uniform","07 Shortest Bridges","171","Victory","4500","130","1830","1490","171"
"640","true","true","Uniform","07 Shortest Bridges","1940","Retreat","3200","4510","6960","16780","1940"
"642","true","true","Uniform","07 Shortest Bridges","1800","Retreat","3700","4520","6890","15420","1800"
"655","true","true","Uniform","07 Shortest Bridges","1840","Retreat","4200","4520","7020","15800","1840"
"645","true","true","Uniform","07 Shortest Bridges","1860","Retreat","600","4560","7000","15930","1860"
"649","true","true","Uniform","07 Shortest Bridges","1840","Retreat","1400","4570","7070","15890","1840"
"663","true","true","Uniform","07 Shortest Bridges","238","Victory","4600","270","2470","2070","238"
"656","true","true","Uniform","07 Shortest Bridges","1175","Victory","4500","2610","5760","10090","1175"
"652","true","true","Uniform","07 Shortest Bridges","1800","Retreat","1400","4540","6590","15450","1800"
"654","true","true","Uniform","07 Shortest Bridges","1504","Victory","4500","3270","6140","12860","1504"
"667","true","true","Uniform","07 Shortest Bridges","160","Victory","4500","140","1700","1400","160"
"651","true","true","Uniform","07 Shortest Bridges","1840","Retreat","2600","4530","7230","15880","1840"
"650","true","true","Uniform","07 Shortest Bridges","1840","Retreat","2200","4530","6660","15860","1840"
"662","true","true","Uniform","07 Shortest Bridges","1780","Retreat","1700","4570","6810","15150","1780"
"661","true","true","Uniform","07 Shortest Bridges","1841","Victory","4700","4390","6970","15850","1841"
"660","true","true","Uniform","07 Shortest Bridges","1780","Retreat","0","4510","6940","15340","1780"
"659","true","true","Uniform","07 Shortest Bridges","1820","Retreat","800","4550","7220","15640","1820"
"658","true","true","Uniform","07 Shortest Bridges","1860","Retreat","900","4510","6710","15870","1860"
"668","true","true","Uniform","07 Shortest Bridges","1423","Victory","4500","3370","6660","12320","1423"
"666","true","true","Uniform","07 Shortest Bridges","1800","Retreat","800","4560","7060","15360","1800"
"664","true","true","Uniform","07 Shortest Bridges","1840","Retreat","1400","4570","6830","15870","1840"
"672","true","true","Uniform","07 Shortest Bridges","1680","Retreat","2800","4560","6980","14430","1680"
"665","true","true","Uniform","07 Shortest Bridges","1860","Retreat","3600","4520","7030","15930","1860"
"669","true","true","Uniform","07 Shortest Bridges","1749","Victory","4600","4170","6640","14990","1749"
"673","true","true","Uniform","07 Shortest Bridges","1660","Retreat","800","4510","6510","14270","1660"
"674","true","true","Uniform","07 Shortest Bridges","1629","Victory","4500","4010","6540","13980","1629"
"671","true","true","Uniform","07 Shortest Bridges","1760","Retreat","1300","4520","6880","15120","1760"
"670","true","true","Uniform","07 Shortest Bridges","1800","Retreat","400","4510","6680","15420","1800"
"680","true","true","Uniform","07 Shortest Bridges","1900","Retreat","1400","4510","6800","16340","1900"
"675","true","true","Uniform","07 Shortest Bridges","1780","Retreat","0","4530","7150","15250","1780"
"678","true","true","Uniform","07 Shortest Bridges","1820","Retreat","4000","4560","7030","15700","1820"
"677","true","true","Uniform","07 Shortest Bridges","1760","Retreat","100","4510","6810","15100","1760"
"679","true","true","Uniform","07 Shortest Bridges","1740","Retreat","2000","4560","7120","14960","1740"
"682","true","true","Uniform","07 Shortest Bridges","1658","Victory","4600","4110","6600","14260","1658"
"681","true","true","Uniform","07 Shortest Bridges","1800","Retreat","0","4550","6980","15460","1800"
"676","true","true","Uniform","07 Shortest Bridges","1760","Retreat","4200","4550","6830","15180","1760"
"693","true","true","Uniform","07 Shortest Bridges","169","Victory","4600","150","1790","1480","169"
"687","true","true","Uniform","07 Shortest Bridges","1740","Retreat","100","4530","6900","14990","1740"
"683","true","true","Uniform","07 Shortest Bridges","1840","Retreat","2300","4530","6920","15810","1840"
"697","true","true","Uniform","07 Shortest Bridges","170","Victory","4500","180","1750","1490","170"
"698","true","true","Uniform","07 Shortest Bridges","200","Victory","4700","290","2120","1720","200"
"684","true","true","Uniform","07 Shortest Bridges","1880","Retreat","1100","4550","6730","16120","1880"
"700","true","true","Uniform","07 Shortest Bridges","168","Victory","4500","160","1740","1460","168"
"696","true","true","Uniform","07 Shortest Bridges","1237","Victory","4500","3010","5750","10570","1237"
"688","true","true","Uniform","07 Shortest Bridges","1780","Retreat","2800","4520","6910","15270","1780"
"689","true","true","Uniform","07 Shortest Bridges","1760","Retreat","1800","4540","6750","15100","1760"
"691","true","true","Uniform","07 Shortest Bridges","1740","Retreat","1200","4540","6740","14990","1740"
"686","true","true","Uniform","07 Shortest Bridges","1780","Retreat","900","4590","7150","15290","1780"
"690","true","true","Uniform","07 Shortest Bridges","1780","Retreat","4200","4540","7010","15200","1780"
"685","true","true","Uniform","07 Shortest Bridges","1820","Retreat","2400","4530","7000","15590","1820"
"705","true","true","Uniform","08 Shortest Bridges","168","Victory","4800","130","1790","1500","168"
"706","true","true","Uniform","08 Shortest Bridges","167","Victory","4600","180","1750","1460","167"
"692","true","true","Uniform","07 Shortest Bridges","1748","Victory","4500","4470","6680","14990","1748"
"702","true","true","Uniform","08 Shortest Bridges","1493","Victory","4500","3500","6310","12800","1493"
"695","true","true","Uniform","07 Shortest Bridges","1720","Retreat","200","4550","7040","14720","1720"
"694","true","true","Uniform","07 Shortest Bridges","1474","Victory","4500","3590","6740","12650","1474"
"713","true","true","Uniform","08 Shortest Bridges","170","Victory","4500","160","1810","1500","170"
"699","true","true","Uniform","07 Shortest Bridges","1760","Retreat","1700","4510","6750","15120","1760"
"703","true","true","Uniform","08 Shortest Bridges","1115","Victory","4500","2690","5740","9570","1115"
"707","true","true","Uniform","08 Shortest Bridges","1199","Victory","4500","2990","6060","10380","1199"
"704","true","true","Uniform","08 Shortest Bridges","1503","Victory","4500","3620","6540","12890","1503"
"701","true","true","Uniform","08 Shortest Bridges","1880","Retreat","3100","4540","7080","16220","1880"
"709","true","true","Uniform","08 Shortest Bridges","1278","Victory","4600","2970","6140","11030","1278"
"718","true","true","Uniform","08 Shortest Bridges","277","Victory","4500","360","2900","2380","277"
"719","true","true","Uniform","08 Shortest Bridges","171","Victory","4500","160","1840","1530","171"
"712","true","true","Uniform","08 Shortest Bridges","1820","Retreat","3800","4560","6680","15620","1820"
"720","true","true","Uniform","08 Shortest Bridges","166","Victory","4500","150","1740","1470","166"
"724","true","true","Uniform","08 Shortest Bridges","294","Victory","4500","470","3060","2540","294"
"711","true","true","Uniform","08 Shortest Bridges","1311","Victory","4500","3400","5830","11330","1311"
"722","true","true","Uniform","08 Shortest Bridges","380","Victory","4500","810","3860","3270","380"
"710","true","true","Uniform","08 Shortest Bridges","1509","Victory","4500","3690","6170","13020","1509"
"708","true","true","Uniform","08 Shortest Bridges","1780","Retreat","2500","4530","6810","15270","1780"
"716","true","true","Uniform","08 Shortest Bridges","1766","Victory","4500","4110","6710","15170","1766"
"715","true","true","Uniform","08 Shortest Bridges","1800","Retreat","100","4570","7120","15570","1800"
"726","true","true","Uniform","08 Shortest Bridges","1820","Retreat","4000","4550","7300","15570","1820"
"728","true","true","Uniform","08 Shortest Bridges","1049","Victory","4700","2550","5530","9070","1049"
"714","true","true","Uniform","08 Shortest Bridges","1780","Retreat","3900","4540","7040","15240","1780"
"732","true","true","Uniform","08 Shortest Bridges","348","Victory","4500","600","3650","3040","348"
"717","true","true","Uniform","08 Shortest Bridges","1880","Retreat","4200","4510","7480","16210","1880"
"727","true","true","Uniform","08 Shortest Bridges","1302","Victory","4500","3120","5870","11210","1302"
"721","true","true","Uniform","08 Shortest Bridges","1700","Retreat","1400","4530","6960","14590","1700"
"723","true","true","Uniform","08 Shortest Bridges","1740","Retreat","1700","4570","7350","14940","1740"
"739","true","true","Uniform","08 Shortest Bridges","215","Victory","4500","350","2220","1910","215"
"725","true","true","Uniform","08 Shortest Bridges","1840","Retreat","3000","4510","7080","15780","1840"
"736","true","true","Uniform","08 Shortest Bridges","514","Victory","4700","1090","4580","4440","514"
"733","true","true","Uniform","08 Shortest Bridges","1876","Victory","4500","4410","7220","16120","1876"
"738","true","true","Uniform","08 Shortest Bridges","988","Victory","4500","2230","5380","8450","988"
"731","true","true","Uniform","08 Shortest Bridges","1736","Victory","4500","4190","7210","14860","1736"
"735","true","true","Uniform","08 Shortest Bridges","1077","Victory","4500","2790","5870","9280","1077"
"746","true","true","Uniform","08 Shortest Bridges","166","Victory","4500","160","1750","1470","166"
"729","true","true","Uniform","08 Shortest Bridges","1820","Retreat","3700","4550","7120","15670","1820"
"743","true","true","Uniform","08 Shortest Bridges","1023","Victory","4700","2410","5200","8810","1023"
"734","true","true","Uniform","08 Shortest Bridges","1639","Victory","4500","4000","6980","14100","1639"
"740","true","true","Uniform","08 Shortest Bridges","1699","Victory","4700","3940","6780","14580","1699"
"730","true","true","Uniform","08 Shortest Bridges","1720","Retreat","2400","4520","7120","14700","1720"
"737","true","true","Uniform","08 Shortest Bridges","1800","Retreat","3800","4580","7380","15490","1800"
"741","true","true","Uniform","08 Shortest Bridges","1760","Retreat","3100","4540","7260","15060","1760"
"744","true","true","Uniform","08 Shortest Bridges","1847","Victory","4500","4290","7000","15820","1847"
"754","true","true","Uniform","08 Shortest Bridges","161","Victory","4500","200","1710","1400","161"
"751","true","true","Uniform","08 Shortest Bridges","536","Victory","4600","1140","4620","4580","536"
"742","true","true","Uniform","08 Shortest Bridges","1760","Retreat","1500","4540","7160","15130","1760"
"757","true","true","Uniform","08 Shortest Bridges","338","Victory","4500","600","3530","2950","338"
"752","true","true","Uniform","08 Shortest Bridges","935","Victory","4500","2130","5130","7990","935"
"748","true","true","Uniform","08 Shortest Bridges","1157","Victory","4500","2690","5500","9930","1157"
"756","true","true","Uniform","08 Shortest Bridges","1337","Victory","4700","3410","5770","11370","1337"
"745","true","true","Uniform","08 Shortest Bridges","1700","Retreat","2800","4540","6920","14670","1700"
"753","true","true","Uniform","08 Shortest Bridges","1231","Victory","4500","2950","5940","10640","1231"
"762","true","true","Uniform","08 Shortest Bridges","954","Victory","4500","2180","5090","8210","954"
"750","true","true","Uniform","08 Shortest Bridges","1940","Retreat","3900","4520","6940","16610","1940"
"755","true","true","Uniform","08 Shortest Bridges","1720","Retreat","2400","4530","7020","14740","1720"
"749","true","true","Uniform","08 Shortest Bridges","1640","Retreat","1700","4540","6670","14020","1640"
"747","true","true","Uniform","08 Shortest Bridges","1841","Victory","4500","4190","6940","15710","1841"
"758","true","true","Uniform","08 Shortest Bridges","1646","Victory","4500","4020","7100","14030","1646"
"763","true","true","Uniform","08 Shortest Bridges","1670","Victory","4500","4140","7210","14340","1670"
"759","true","true","Uniform","08 Shortest Bridges","1780","Retreat","2300","4510","7060","15340","1780"
"760","true","true","Uniform","08 Shortest Bridges","1699","Victory","4700","4160","6740","14650","1699"
"761","true","true","Uniform","08 Shortest Bridges","1903","Victory","4500","4480","6770","16310","1903"
"772","true","true","Uniform","08 Shortest Bridges","792","Victory","4700","1880","5040","6770","792"
"764","true","true","Uniform","08 Shortest Bridges","1397","Victory","4500","3550","6560","11990","1397"
"771","true","true","Uniform","08 Shortest Bridges","660","Victory","4600","1530","4940","5710","660"
"767","true","true","Uniform","08 Shortest Bridges","1274","Victory","4500","2810","5950","11010","1274"
"766","true","true","Uniform","08 Shortest Bridges","1780","Retreat","2200","4510","7250","15240","1780"
"774","true","true","Uniform","08 Shortest Bridges","1091","Victory","4600","2320","5240","9380","1091"
"768","true","true","Uniform","08 Shortest Bridges","1780","Retreat","4200","4510","7180","15280","1780"
"776","true","true","Uniform","08 Shortest Bridges","1780","Retreat","2000","4550","7090","15290","1780"
"765","true","true","Uniform","08 Shortest Bridges","1711","Victory","4500","4180","6780","14710","1711"
"783","true","true","Uniform","08 Shortest Bridges","176","Victory","4500","130","1880","1560","176"
"777","true","true","Uniform","08 Shortest Bridges","1149","Victory","4500","2500","5550","9860","1149"
"769","true","true","Uniform","08 Shortest Bridges","1619","Victory","4500","3900","6450","13910","1619"
"775","true","true","Uniform","08 Shortest Bridges","1780","Retreat","4000","4550","7190","15310","1780"
"773","true","true","Uniform","08 Shortest Bridges","1740","Retreat","3500","4550","7640","14810","1740"
"770","true","true","Uniform","08 Shortest Bridges","1720","Retreat","2700","4550","7120","14780","1720"
"779","true","true","Uniform","08 Shortest Bridges","1231","Victory","4500","2780","6210","10590","1231"
"782","true","true","Uniform","08 Shortest Bridges","995","Victory","4700","2300","5330","8530","995"
"778","true","true","Uniform","08 Shortest Bridges","1920","Retreat","3500","4520","6850","16410","1920"
"780","true","true","Uniform","08 Shortest Bridges","1460","Victory","4500","3970","6380","12510","1460"
"794","true","true","Uniform","08 Shortest Bridges","168","Victory","4500","160","1770","1480","168"
"785","true","true","Uniform","08 Shortest Bridges","1820","Retreat","3300","4570","7420","15660","1820"
"789","true","true","Uniform","08 Shortest Bridges","838","Victory","4500","1810","5140","7180","838"
"795","true","true","Uniform","08 Shortest Bridges","232","Victory","4500","270","2490","2000","232"
"786","true","true","Uniform","08 Shortest Bridges","1303","Victory","4500","3080","5760","11140","1303"
"781","true","true","Uniform","08 Shortest Bridges","1720","Retreat","2300","4510","7070","14790","1720"
"799","true","true","Uniform","08 Shortest Bridges","278","Victory","4600","450","2890","2430","278"
"788","true","true","Uniform","08 Shortest Bridges","1695","Victory","4500","4210","6770","14580","1695"
"792","true","true","Uniform","08 Shortest Bridges","1394","Victory","4500","3350","6060","12000","1394"
"796","true","true","Uniform","08 Shortest Bridges","1785","Victory","4500","4120","6850","15300","1785"
"798","true","true","Uniform","08 Shortest Bridges","1048","Victory","4500","2360","5280","8990","1048"
"784","true","true","Uniform","08 Shortest Bridges","1780","Retreat","4300","4510","6770","15320","1780"
"797","true","true","Uniform","08 Shortest Bridges","1132","Victory","4700","2470","5820","9680","1132"
"800","true","true","Uniform","08 Shortest Bridges","1019","Victory","4700","2480","5310","8730","1019"
"791","true","true","Uniform","08 Shortest Bridges","1680","Retreat","3000","4550","6910","14380","1680"
"806","true","true","Uniform","09 Shortest Bridges","266","Victory","4600","400","2770","2310","266"
"793","true","true","Uniform","08 Shortest Bridges","1600","Retreat","2500","4560","7020","13760","1600"
"804","true","true","Uniform","09 Shortest Bridges","686","Victory","4600","1410","5070","5900","686"
"787","true","true","Uniform","08 Shortest Bridges","1760","Retreat","3200","4520","7200","15100","1760"
"790","true","true","Uniform","08 Shortest Bridges","1604","Victory","4600","4090","6990","13720","1604"
"811","true","true","Uniform","09 Shortest Bridges","564","Victory","4700","1090","4680","4840","564"
"814","true","true","Uniform","09 Shortest Bridges","454","Victory","4600","990","4430","3920","454"
"816","true","true","Uniform","09 Shortest Bridges","167","Victory","4500","160","1790","1460","167"
"803","true","true","Uniform","09 Shortest Bridges","1259","Victory","4500","2860","6040","10850","1259"
"801","true","true","Uniform","09 Shortest Bridges","1760","Retreat","3600","4530","7360","15170","1760"
"807","true","true","Uniform","09 Shortest Bridges","1123","Victory","4500","2660","5970","9630","1123"
"802","true","true","Uniform","09 Shortest Bridges","1840","Retreat","2500","4550","7320","15820","1840"
"819","true","true","Uniform","09 Shortest Bridges","176","Victory","4700","150","1840","1520","176"
"821","true","true","Uniform","09 Shortest Bridges","277","Victory","4500","380","2960","2420","277"
"812","true","true","Uniform","09 Shortest Bridges","1820","Retreat","1700","4540","7310","15590","1820"
"805","true","true","Uniform","09 Shortest Bridges","1647","Victory","4500","4150","7040","14120","1647"
"824","true","true","Uniform","09 Shortest Bridges","273","Victory","4500","320","2880","2380","273"
"826","true","true","Uniform","09 Shortest Bridges","177","Victory","4500","170","1920","1520","177"
"808","true","true","Uniform","09 Shortest Bridges","1524","Victory","4600","3740","6880","13110","1524"
"809","true","true","Uniform","09 Shortest Bridges","1459","Victory","4700","3360","6670","12550","1459"
"822","true","true","Uniform","09 Shortest Bridges","890","Victory","4500","2120","5300","7640","890"
"829","true","true","Uniform","09 Shortest Bridges","429","Victory","4600","840","4180","3700","429"
"815","true","true","Uniform","09 Shortest Bridges","1481","Victory","4500","3590","6540","12810","1481"
"828","true","true","Uniform","09 Shortest Bridges","845","Victory","4500","1960","5340","7330","845"
"817","true","true","Uniform","09 Shortest Bridges","1197","Victory","4500","3020","6220","10240","1197"
"813","true","true","Uniform","09 Shortest Bridges","1668","Victory","4500","4050","7330","14340","1668"
"820","true","true","Uniform","09 Shortest Bridges","1431","Victory","4500","3550","6530","12270","1431"
"810","true","true","Uniform","09 Shortest Bridges","1820","Retreat","0","4510","7350","15600","1820"
"827","true","true","Uniform","09 Shortest Bridges","1774","Victory","4500","4080","6850","15180","1774"
"818","true","true","Uniform","09 Shortest Bridges","1660","Retreat","1000","4510","7510","14130","1660"
"823","true","true","Uniform","09 Shortest Bridges","1800","Retreat","3700","4550","7220","15340","1800"
"831","true","true","Uniform","09 Shortest Bridges","862","Victory","4500","2050","5070","7420","862"
"825","true","true","Uniform","09 Shortest Bridges","1645","Victory","4700","3750","6480","14020","1645"
"838","true","true","Uniform","09 Shortest Bridges","774","Victory","4700","1760","5280","6650","774"
"839","true","true","Uniform","09 Shortest Bridges","493","Victory","4500","930","4410","4270","493"
"843","true","true","Uniform","09 Shortest Bridges","429","Victory","4500","890","4200","3710","429"
"832","true","true","Uniform","09 Shortest Bridges","1130","Victory","4600","2460","5740","9730","1130"
"833","true","true","Uniform","09 Shortest Bridges","1018","Victory","4500","2400","5500","8700","1018"
"840","true","true","Uniform","09 Shortest Bridges","752","Victory","4700","1560","5370","6400","752"
"841","true","true","Uniform","09 Shortest Bridges","815","Victory","4500","1800","5290","6960","815"
"837","true","true","Uniform","09 Shortest Bridges","982","Victory","4700","2230","5460","8470","982"
"846","true","true","Uniform","09 Shortest Bridges","594","Victory","4500","1250","4860","5200","594"
"830","true","true","Uniform","09 Shortest Bridges","1900","Retreat","1600","4580","7350","16260","1900"
"844","true","true","Uniform","09 Shortest Bridges","848","Victory","4500","1830","5570","7240","848"
"845","true","true","Uniform","09 Shortest Bridges","1187","Victory","4500","3200","6100","10200","1187"
"836","true","true","Uniform","09 Shortest Bridges","1800","Retreat","1500","4540","7520","15530","1800"
"855","true","true","Uniform","09 Shortest Bridges","174","Victory","4500","170","1830","1510","174"
"842","true","true","Uniform","09 Shortest Bridges","1700","Retreat","3600","4550","7290","14620","1700"
"854","true","true","Uniform","09 Shortest Bridges","1096","Victory","4500","2380","5860","9390","1096"
"834","true","true","Uniform","09 Shortest Bridges","1820","Retreat","3200","4510","7610","15650","1820"
"835","true","true","Uniform","09 Shortest Bridges","1680","Retreat","200","4520","7100","14300","1680"
"856","true","true","Uniform","09 Shortest Bridges","454","Victory","4500","900","4320","3920","454"
"858","true","true","Uniform","09 Shortest Bridges","459","Victory","4500","950","4360","3930","459"
"851","true","true","Uniform","09 Shortest Bridges","1050","Victory","4700","2550","6010","9050","1050"
"857","true","true","Uniform","09 Shortest Bridges","594","Victory","4700","1190","4930","5130","594"
"850","true","true","Uniform","09 Shortest Bridges","1040","Victory","4500","2280","5690","8940","1040"
"848","true","true","Uniform","09 Shortest Bridges","1820","Retreat","2600","4540","7580","15640","1820"
"859","true","true","Uniform","09 Shortest Bridges","556","Victory","4700","1140","4920","4770","556"
"853","true","true","Uniform","09 Shortest Bridges","1386","Victory","4500","3440","6690","11920","1386"
"847","true","true","Uniform","09 Shortest Bridges","1860","Retreat","3800","4520","7280","16020","1860"
"862","true","true","Uniform","09 Shortest Bridges","884","Victory","4600","1970","5380","7640","884"
"860","true","true","Uniform","09 Shortest Bridges","751","Victory","4500","1790","5260","6460","751"
"869","true","true","Uniform","09 Shortest Bridges","345","Victory","4600","630","3600","2980","345"
"852","true","true","Uniform","09 Shortest Bridges","1602","Victory","4700","3950","7470","13770","1602"
"849","true","true","Uniform","09 Shortest Bridges","1860","Retreat","2000","4510","7440","15870","1860"
"866","true","true","Uniform","09 Shortest Bridges","765","Victory","4600","1610","5020","6530","765"
"867","true","true","Uniform","09 Shortest Bridges","537","Victory","4500","1230","4560","4590","537"
"868","true","true","Uniform","09 Shortest Bridges","719","Victory","4500","1440","5100","6150","719"
"877","true","true","Uniform","09 Shortest Bridges","318","Victory","4500","560","3340","2780","318"
"873","true","true","Uniform","09 Shortest Bridges","785","Victory","4500","1780","5190","6800","785"
"870","true","true","Uniform","09 Shortest Bridges","1733","Victory","4600","4420","7430","14870","1733"
"861","true","true","Uniform","09 Shortest Bridges","1820","Retreat","3900","4540","7770","15590","1820"
"864","true","true","Uniform","09 Shortest Bridges","1708","Victory","4500","4370","7480","14610","1708"
"874","true","true","Uniform","09 Shortest Bridges","1128","Victory","4500","2470","6150","9780","1128"
"863","true","true","Uniform","09 Shortest Bridges","1800","Retreat","2300","4540","6970","15470","1800"
"871","true","true","Uniform","09 Shortest Bridges","1122","Victory","4600","2540","5920","9700","1122"
"872","true","true","Uniform","09 Shortest Bridges","1465","Victory","4500","3560","6720","12610","1465"
"886","true","true","Uniform","09 Shortest Bridges","169","Victory","4500","180","1830","1460","169"
"885","true","true","Uniform","09 Shortest Bridges","322","Victory","4500","520","3420","2790","322"
"875","true","true","Uniform","09 Shortest Bridges","1820","Retreat","1300","4550","7270","15640","1820"
"865","true","true","Uniform","09 Shortest Bridges","1820","Retreat","3400","4530","7480","15660","1820"
"882","true","true","Uniform","09 Shortest Bridges","788","Victory","4600","1670","5140","6710","788"
"880","true","true","Uniform","09 Shortest Bridges","1532","Victory","4600","3840","6410","13050","1532"
"876","true","true","Uniform","09 Shortest Bridges","1339","Victory","4500","3080","6180","11440","1339"
"892","true","true","Uniform","09 Shortest Bridges","459","Victory","4500","1000","4310","3930","459"
"891","true","true","Uniform","09 Shortest Bridges","492","Victory","4500","1030","4490","4320","492"
"888","true","true","Uniform","09 Shortest Bridges","638","Victory","4500","1270","5240","5530","638"
"878","true","true","Uniform","09 Shortest Bridges","1820","Retreat","2300","4510","7180","15540","1820"
"884","true","true","Uniform","09 Shortest Bridges","1317","Victory","4500","3220","6470","11300","1317"
"897","true","true","Uniform","09 Shortest Bridges","225","Victory","4500","340","2380","1960","225"
"879","true","true","Uniform","09 Shortest Bridges","1840","Retreat","3000","4560","7260","15910","1840"
"895","true","true","Uniform","09 Shortest Bridges","609","Victory","4500","1360","4910","5300","609"
"890","true","true","Uniform","09 Shortest Bridges","844","Victory","4500","1960","5620","7230","844"
"889","true","true","Uniform","09 Shortest Bridges","1224","Victory","4500","3010","6340","10520","1224"
"881","true","true","Uniform","09 Shortest Bridges","1780","Retreat","1900","4510","7060","15250","1780"
"883","true","true","Uniform","09 Shortest Bridges","1780","Retreat","3500","4580","7340","15270","1780"
"894","true","true","Uniform","09 Shortest Bridges","1720","Retreat","2400","4510","7360","14810","1720"
