"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"IrpinModel.nlogo"
"Vary Site-Selection Artillery Active Waves"
"04/12/2025 19:56:18:235 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","459","0","624"
"[run number]","turn-on-artillery?","turn-on-stop-conditions?","spacing-mode","site-selection-mode","wave-pause","wave-duration","[step]","battle-outcome","total-infantry-crossed","total-infantry-casualties / 10","total-infantry-used","ticks"
"967","true","true","Waves","07 Shortest Bridges","70","100","2026","Victory","4500","2890","6140","2026"
"959","true","true","Waves","07 Shortest Bridges","60","230","2240","Retreat","1900","4520","6950","2240"
"986","true","true","Waves","07 Shortest Bridges","70","290","173","Victory","4500","180","1870","173"
"966","true","true","Waves","07 Shortest Bridges","60","300","2120","Retreat","3400","4540","7000","2120"
"980","true","true","Waves","07 Shortest Bridges","70","230","762","Victory","4500","1390","4710","762"
"973","true","true","Waves","07 Shortest Bridges","70","160","1535","Victory","4600","2550","5430","1535"
"968","true","true","Waves","07 Shortest Bridges","70","110","3120","Retreat","4200","4510","7170","3120"
"991","true","true","Waves","07 Shortest Bridges","80","130","379","Victory","4700","440","2750","379"
"976","true","true","Waves","07 Shortest Bridges","70","190","1951","Victory","4600","3450","6440","1951"
"984","true","true","Waves","07 Shortest Bridges","70","270","2320","Retreat","3700","4510","7060","2320"
"977","true","true","Waves","07 Shortest Bridges","70","200","2320","Retreat","3100","4530","6950","2320"
"994","true","true","Waves","07 Shortest Bridges","80","160","619","Victory","4500","910","4210","619"
"978","true","true","Waves","07 Shortest Bridges","70","210","2320","Retreat","4200","4510","7240","2320"
"982","true","true","Waves","07 Shortest Bridges","70","250","1856","Victory","4500","3700","6520","1856"
"990","true","true","Waves","07 Shortest Bridges","80","120","1747","Victory","4500","2290","5560","1747"
"992","true","true","Waves","07 Shortest Bridges","80","140","1240","Victory","4500","1870","5440","1240"
"979","true","true","Waves","07 Shortest Bridges","70","220","2169","Victory","4500","3940","6840","2169"
"981","true","true","Waves","07 Shortest Bridges","70","240","2360","Retreat","1900","4510","6830","2360"
"993","true","true","Waves","07 Shortest Bridges","80","150","1747","Victory","4600","2530","5790","1747"
"983","true","true","Waves","07 Shortest Bridges","70","260","2134","Victory","4600","4110","6910","2134"
"987","true","true","Waves","07 Shortest Bridges","70","300","2008","Victory","4500","4050","6600","2008"
"985","true","true","Waves","07 Shortest Bridges","70","280","2280","Retreat","2100","4570","6810","2280"
"1006","true","true","Waves","07 Shortest Bridges","80","280","243","Victory","4500","300","2590","243"
"1000","true","true","Waves","07 Shortest Bridges","80","220","747","Victory","4500","1200","4680","747"
"1001","true","true","Waves","07 Shortest Bridges","80","230","775","Victory","4500","1160","4910","775"
"996","true","true","Waves","07 Shortest Bridges","80","180","2580","Retreat","3900","4520","6960","2580"
"1010","true","true","Waves","07 Shortest Bridges","90","110","357","Victory","4500","390","2340","357"
"989","true","true","Waves","07 Shortest Bridges","80","110","3020","Retreat","4100","4540","7470","3020"
"997","true","true","Waves","07 Shortest Bridges","80","190","2041","Victory","4500","3140","6440","2041"
"1005","true","true","Waves","07 Shortest Bridges","80","270","1141","Victory","4500","2000","5050","1141"
"1002","true","true","Waves","07 Shortest Bridges","80","240","1113","Victory","4500","1830","5320","1113"
"988","true","true","Waves","07 Shortest Bridges","80","100","3019","Victory","4500","3690","6730","3019"
"1012","true","true","Waves","07 Shortest Bridges","90","130","1454","Victory","4600","1780","5200","1454"
"1019","true","true","Waves","07 Shortest Bridges","90","200","171","Victory","4500","180","1840","171"
"1015","true","true","Waves","07 Shortest Bridges","90","160","941","Victory","4500","1380","4670","941"
"1013","true","true","Waves","07 Shortest Bridges","90","140","1311","Victory","4500","1840","5040","1311"
"1004","true","true","Waves","07 Shortest Bridges","80","260","1844","Victory","4600","3460","6510","1844"
"995","true","true","Waves","07 Shortest Bridges","80","170","2860","Retreat","4000","4510","7090","2860"
"1016","true","true","Waves","07 Shortest Bridges","90","170","1177","Victory","4700","1890","5040","1177"
"998","true","true","Waves","07 Shortest Bridges","80","200","2500","Retreat","1400","4510","6460","2500"
"999","true","true","Waves","07 Shortest Bridges","80","210","2560","Retreat","3500","4540","7000","2560"
"1020","true","true","Waves","07 Shortest Bridges","90","210","1457","Victory","4600","2570","5590","1457"
"1023","true","true","Waves","07 Shortest Bridges","90","240","576","Victory","4500","960","4310","576"
"1021","true","true","Waves","07 Shortest Bridges","90","220","1087","Victory","4600","1730","5030","1087"
"1003","true","true","Waves","07 Shortest Bridges","80","250","2400","Retreat","2100","4530","7330","2400"
"1030","true","true","Waves","08 Shortest Bridges","30","100","284","Victory","4700","330","2410","284"
"1008","true","true","Waves","07 Shortest Bridges","80","300","2160","Retreat","1300","4540","6860","2160"
"1018","true","true","Waves","07 Shortest Bridges","90","190","1547","Victory","4600","2370","5380","1547"
"1007","true","true","Waves","07 Shortest Bridges","80","290","2320","Retreat","1500","4570","7120","2320"
"1024","true","true","Waves","07 Shortest Bridges","90","250","1154","Victory","4600","1850","4940","1154"
"1011","true","true","Waves","07 Shortest Bridges","90","120","2676","Victory","4500","3530","6280","2676"
"1036","true","true","Waves","08 Shortest Bridges","30","160","214","Victory","4500","220","1980","214"
"1034","true","true","Waves","08 Shortest Bridges","30","140","325","Victory","4500","590","2880","325"
"1017","true","true","Waves","07 Shortest Bridges","90","180","2029","Victory","4500","3120","5750","2029"
"1014","true","true","Waves","07 Shortest Bridges","90","150","2796","Victory","4600","3900","6470","2796"
"1029","true","true","Waves","07 Shortest Bridges","90","300","1330","Victory","4500","2560","5770","1330"
"1028","true","true","Waves","07 Shortest Bridges","90","290","2440","Retreat","2800","4530","7300","2440"
"1027","true","true","Waves","07 Shortest Bridges","90","280","1640","Victory","4700","3050","5670","1640"
"1035","true","true","Waves","08 Shortest Bridges","30","150","891","Victory","4600","2200","5140","891"
"1033","true","true","Waves","08 Shortest Bridges","30","130","1128","Victory","4500","2730","5550","1128"
"1009","true","true","Waves","07 Shortest Bridges","90","100","3748","Victory","4500","4490","7060","3748"
"1025","true","true","Waves","07 Shortest Bridges","90","260","2240","Retreat","600","4540","6970","2240"
"1022","true","true","Waves","07 Shortest Bridges","90","230","2393","Victory","4700","4040","7150","2393"
"1026","true","true","Waves","07 Shortest Bridges","90","270","1970","Victory","4700","3530","5870","1970"
"1032","true","true","Waves","08 Shortest Bridges","30","120","1800","Retreat","1400","4510","6970","1800"
"1031","true","true","Waves","08 Shortest Bridges","30","110","1740","Retreat","100","4530","6860","1740"
"1049","true","true","Waves","08 Shortest Bridges","30","290","264","Victory","4600","390","2760","264"
"1052","true","true","Waves","08 Shortest Bridges","40","110","312","Victory","4600","360","2430","312"
"1043","true","true","Waves","08 Shortest Bridges","30","230","1880","Retreat","2900","4550","7100","1880"
"1037","true","true","Waves","08 Shortest Bridges","30","170","1651","Victory","4500","4280","7080","1651"
"1045","true","true","Waves","08 Shortest Bridges","30","250","1031","Victory","4500","2540","5340","1031"
"1038","true","true","Waves","08 Shortest Bridges","30","180","1880","Retreat","2600","4570","6900","1880"
"1053","true","true","Waves","08 Shortest Bridges","40","120","686","Victory","4600","1380","4610","686"
"1039","true","true","Waves","08 Shortest Bridges","30","190","1780","Retreat","3400","4540","7430","1780"
"1057","true","true","Waves","08 Shortest Bridges","40","160","299","Victory","4500","410","2770","299"
"1054","true","true","Waves","08 Shortest Bridges","40","130","676","Victory","4700","1360","4590","676"
"1042","true","true","Waves","08 Shortest Bridges","30","220","1740","Retreat","700","4580","6840","1740"
"1040","true","true","Waves","08 Shortest Bridges","30","200","1820","Retreat","4200","4510","7140","1820"
"1041","true","true","Waves","08 Shortest Bridges","30","210","1820","Retreat","2300","4560","6970","1820"
"1044","true","true","Waves","08 Shortest Bridges","30","240","1760","Retreat","3100","4540","7300","1760"
"1048","true","true","Waves","08 Shortest Bridges","30","280","1780","Retreat","2500","4520","7220","1780"
"1055","true","true","Waves","08 Shortest Bridges","40","140","1980","Retreat","800","4520","6900","1980"
"1046","true","true","Waves","08 Shortest Bridges","30","260","1840","Retreat","2700","4510","7000","1840"
"1047","true","true","Waves","08 Shortest Bridges","30","270","1760","Retreat","200","4560","6990","1760"
"1051","true","true","Waves","08 Shortest Bridges","40","100","1900","Retreat","1600","4520","6700","1900"
"1063","true","true","Waves","08 Shortest Bridges","40","220","764","Victory","4700","1680","4960","764"
"1070","true","true","Waves","08 Shortest Bridges","40","290","308","Victory","4500","620","3030","308"
"1062","true","true","Waves","08 Shortest Bridges","40","210","1016","Victory","4700","2170","5210","1016"
"1050","true","true","Waves","08 Shortest Bridges","30","300","1840","Retreat","3500","4510","7160","1840"
"1058","true","true","Waves","08 Shortest Bridges","40","170","1418","Victory","4700","3120","6040","1418"
"1071","true","true","Waves","08 Shortest Bridges","40","300","987","Victory","4500","2010","4840","987"
"1056","true","true","Waves","08 Shortest Bridges","40","150","2000","Retreat","4100","4530","7210","2000"
"1068","true","true","Waves","08 Shortest Bridges","40","270","1800","Retreat","1500","4510","6990","1800"
"1075","true","true","Waves","08 Shortest Bridges","50","130","517","Victory","4500","950","3900","517"
"1079","true","true","Waves","08 Shortest Bridges","50","170","170","Victory","4500","140","1780","170"
"1067","true","true","Waves","08 Shortest Bridges","40","260","1499","Victory","4700","3260","5930","1499"
"1059","true","true","Waves","08 Shortest Bridges","40","180","1900","Retreat","1200","4560","6920","1900"
"1074","true","true","Waves","08 Shortest Bridges","50","120","1008","Victory","4500","2210","5250","1008"
"1066","true","true","Waves","08 Shortest Bridges","40","250","1708","Victory","4500","3960","6680","1708"
"1065","true","true","Waves","08 Shortest Bridges","40","240","1920","Retreat","1600","4560","6950","1920"
"1060","true","true","Waves","08 Shortest Bridges","40","190","1980","Retreat","3400","4520","7070","1980"
"1061","true","true","Waves","08 Shortest Bridges","40","200","1940","Retreat","2100","4520","7320","1940"
"1064","true","true","Waves","08 Shortest Bridges","40","230","1820","Retreat","3400","4520","7460","1820"
"1076","true","true","Waves","08 Shortest Bridges","50","140","1283","Victory","4700","2460","5440","1283"
"1069","true","true","Waves","08 Shortest Bridges","40","280","1800","Retreat","2700","4560","6910","1800"
"1091","true","true","Waves","08 Shortest Bridges","50","290","165","Victory","4500","150","1770","165"
"1078","true","true","Waves","08 Shortest Bridges","50","160","1195","Victory","4600","2510","5680","1195"
"1092","true","true","Waves","08 Shortest Bridges","50","300","170","Victory","4600","170","1790","170"
"1081","true","true","Waves","08 Shortest Bridges","50","190","2071","Victory","4500","4490","7480","2071"
"1072","true","true","Waves","08 Shortest Bridges","50","100","2240","Retreat","3500","4590","7040","2240"
"1090","true","true","Waves","08 Shortest Bridges","50","280","659","Victory","4500","1310","4810","659"
"1077","true","true","Waves","08 Shortest Bridges","50","150","1737","Victory","4500","3570","6590","1737"
"1073","true","true","Waves","08 Shortest Bridges","50","110","2080","Retreat","1200","4560","6980","2080"
"1083","true","true","Waves","08 Shortest Bridges","50","210","1227","Victory","4500","2490","5900","1227"
"1086","true","true","Waves","08 Shortest Bridges","50","240","1027","Victory","4500","2140","5080","1027"
"1082","true","true","Waves","08 Shortest Bridges","50","200","1671","Victory","4500","3560","6360","1671"
"1098","true","true","Waves","08 Shortest Bridges","60","150","170","Victory","4500","150","1610","170"
"1095","true","true","Waves","08 Shortest Bridges","60","120","699","Victory","4700","950","4440","699"
"1099","true","true","Waves","08 Shortest Bridges","60","160","595","Victory","4600","1080","4610","595"
"1097","true","true","Waves","08 Shortest Bridges","60","140","731","Victory","4500","1250","4910","731"
"1106","true","true","Waves","08 Shortest Bridges","60","230","276","Victory","4500","470","2410","276"
"1102","true","true","Waves","08 Shortest Bridges","60","190","889","Victory","4500","1550","5110","889"
"1080","true","true","Waves","08 Shortest Bridges","50","180","2000","Retreat","3400","4540","7600","2000"
"1108","true","true","Waves","08 Shortest Bridges","60","250","168","Victory","4700","70","1790","168"
"1085","true","true","Waves","08 Shortest Bridges","50","230","2040","Retreat","2900","4550","7020","2040"
"1084","true","true","Waves","08 Shortest Bridges","50","220","2040","Retreat","3700","4550","7350","2040"
"1110","true","true","Waves","08 Shortest Bridges","60","270","164","Victory","4600","180","1740","164"
"1104","true","true","Waves","08 Shortest Bridges","60","210","2078","Victory","4500","3950","6580","2078"
"1088","true","true","Waves","08 Shortest Bridges","50","260","2044","Victory","4500","4380","6910","2044"
"1089","true","true","Waves","08 Shortest Bridges","50","270","1900","Retreat","1700","4510","6270","1900"
"1111","true","true","Waves","08 Shortest Bridges","60","280","507","Victory","4600","1010","4280","507"
"1101","true","true","Waves","08 Shortest Bridges","60","180","1576","Victory","4500","3120","6310","1576"
"1087","true","true","Waves","08 Shortest Bridges","50","250","2260","Retreat","900","4520","6830","2260"
"1118","true","true","Waves","08 Shortest Bridges","70","140","161","Victory","4600","160","1490","161"
"1103","true","true","Waves","08 Shortest Bridges","60","200","2060","Victory","4500","4430","7070","2060"
"1117","true","true","Waves","08 Shortest Bridges","70","130","548","Victory","4500","790","3960","548"
"1114","true","true","Waves","08 Shortest Bridges","70","100","1518","Victory","4500","2130","5520","1518"
"1116","true","true","Waves","08 Shortest Bridges","70","120","545","Victory","4500","880","3740","545"
"1123","true","true","Waves","08 Shortest Bridges","70","190","167","Victory","4500","160","1750","167"
"1096","true","true","Waves","08 Shortest Bridges","60","130","2239","Victory","4500","3910","6720","2239"
"1113","true","true","Waves","08 Shortest Bridges","60","300","1230","Victory","4700","2680","5600","1230"
"1119","true","true","Waves","08 Shortest Bridges","70","150","590","Victory","4500","1000","4340","590"
"1094","true","true","Waves","08 Shortest Bridges","60","110","2520","Retreat","2100","4530","7310","2520"
"1100","true","true","Waves","08 Shortest Bridges","60","170","2300","Retreat","4200","4540","6810","2300"
"1107","true","true","Waves","08 Shortest Bridges","60","240","1647","Victory","4600","3420","6310","1647"
"1093","true","true","Waves","08 Shortest Bridges","60","100","2800","Retreat","2300","4520","7170","2800"
"1121","true","true","Waves","08 Shortest Bridges","70","170","888","Victory","4600","1550","4980","888"
"1129","true","true","Waves","08 Shortest Bridges","70","250","530","Victory","4500","1040","4370","530"
"1105","true","true","Waves","08 Shortest Bridges","60","220","2060","Retreat","3600","4510","7290","2060"
"1126","true","true","Waves","08 Shortest Bridges","70","220","1047","Victory","4500","1780","5570","1047"
"1127","true","true","Waves","08 Shortest Bridges","70","230","1064","Victory","4500","2030","5190","1064"
"1131","true","true","Waves","08 Shortest Bridges","70","270","838","Victory","4500","1490","5110","838"
"1122","true","true","Waves","08 Shortest Bridges","70","180","1415","Victory","4500","2390","5720","1415"
"1125","true","true","Waves","08 Shortest Bridges","70","210","2220","Retreat","2500","4510","6930","2220"
"1112","true","true","Waves","08 Shortest Bridges","60","290","2020","Retreat","1000","4510","6940","2020"
"1135","true","true","Waves","08 Shortest Bridges","80","100","695","Victory","4600","960","4040","695"
"1109","true","true","Waves","08 Shortest Bridges","60","260","2076","Victory","4500","4240","7200","2076"
"1139","true","true","Waves","08 Shortest Bridges","80","140","167","Victory","4500","180","1480","167"
"1140","true","true","Waves","08 Shortest Bridges","80","150","393","Victory","4500","570","3130","393"
"1133","true","true","Waves","08 Shortest Bridges","70","290","1217","Victory","4700","2480","5630","1217"
"1132","true","true","Waves","08 Shortest Bridges","70","280","1330","Victory","4500","2610","5760","1330"
"1115","true","true","Waves","08 Shortest Bridges","70","110","2299","Victory","4500","3740","6770","2299"
"1144","true","true","Waves","08 Shortest Bridges","80","190","684","Victory","4700","1020","4580","684"
"1124","true","true","Waves","08 Shortest Bridges","70","200","1775","Victory","4500","3130","6150","1775"
"1145","true","true","Waves","08 Shortest Bridges","80","200","1334","Victory","4600","2440","5580","1334"
"1150","true","true","Waves","08 Shortest Bridges","80","250","172","Victory","4500","170","1820","172"
"1147","true","true","Waves","08 Shortest Bridges","80","220","470","Victory","4500","750","3990","470"
"1120","true","true","Waves","08 Shortest Bridges","70","160","2460","Retreat","3500","4550","7390","2460"
"1130","true","true","Waves","08 Shortest Bridges","70","260","1822","Victory","4600","3500","6360","1822"
"1149","true","true","Waves","08 Shortest Bridges","80","240","478","Victory","4600","670","3990","478"
"1153","true","true","Waves","08 Shortest Bridges","80","280","172","Victory","4500","150","1850","172"
"1137","true","true","Waves","08 Shortest Bridges","80","120","1941","Victory","4500","2950","5870","1941"
"1136","true","true","Waves","08 Shortest Bridges","80","110","1860","Victory","4500","2610","5920","1860"
"1155","true","true","Waves","08 Shortest Bridges","80","300","530","Victory","4500","930","4480","530"
"1151","true","true","Waves","08 Shortest Bridges","80","260","1192","Victory","4500","2300","4980","1192"
"1128","true","true","Waves","08 Shortest Bridges","70","240","2280","Retreat","4000","4530","7250","2280"
"1162","true","true","Waves","08 Shortest Bridges","90","160","170","Victory","4500","150","1650","170"
"1138","true","true","Waves","08 Shortest Bridges","80","130","2032","Victory","4500","3200","6000","2032"
"1134","true","true","Waves","08 Shortest Bridges","70","300","2080","Retreat","3700","4540","7470","2080"
"1152","true","true","Waves","08 Shortest Bridges","80","270","916","Victory","4500","1550","4870","916"
"1161","true","true","Waves","08 Shortest Bridges","90","150","1094","Victory","4600","1700","4950","1094"
"1157","true","true","Waves","08 Shortest Bridges","90","110","1139","Victory","4500","1580","5250","1139"
"1158","true","true","Waves","08 Shortest Bridges","90","120","993","Victory","4800","1320","4820","993"
"1169","true","true","Waves","08 Shortest Bridges","90","230","272","Victory","4500","470","2380","272"
"1142","true","true","Waves","08 Shortest Bridges","80","170","2224","Victory","4500","4110","6640","2224"
"1166","true","true","Waves","08 Shortest Bridges","90","200","483","Victory","4500","880","3950","483"
"1164","true","true","Waves","08 Shortest Bridges","90","180","966","Victory","4500","1470","4950","966"
"1146","true","true","Waves","08 Shortest Bridges","80","210","2440","Retreat","3200","4530","7170","2440"
"1159","true","true","Waves","08 Shortest Bridges","90","130","1454","Victory","4600","2030","5180","1454"
"1141","true","true","Waves","08 Shortest Bridges","80","160","2568","Victory","4500","4330","6840","2568"
"1167","true","true","Waves","08 Shortest Bridges","90","210","1357","Victory","4500","2380","5630","1357"
"1176","true","true","Waves","08 Shortest Bridges","90","300","160","Victory","4800","150","1690","160"
"1156","true","true","Waves","08 Shortest Bridges","90","100","2038","Victory","4500","2580","6080","2038"
"1172","true","true","Waves","08 Shortest Bridges","90","260","562","Victory","4500","920","4400","562"
"1143","true","true","Waves","08 Shortest Bridges","80","180","2720","Retreat","4300","4540","7280","2720"
"1170","true","true","Waves","08 Shortest Bridges","90","240","896","Victory","4600","1520","4780","896"
"1181","true","true","Waves","09 Shortest Bridges","30","140","178","Victory","4600","220","1560","178"
"1160","true","true","Waves","08 Shortest Bridges","90","140","1804","Victory","4500","2500","5450","1804"
"1154","true","true","Waves","08 Shortest Bridges","80","290","2180","Retreat","4100","4580","7310","2180"
"1148","true","true","Waves","08 Shortest Bridges","80","230","2420","Retreat","3200","4530","7360","2420"
"1165","true","true","Waves","08 Shortest Bridges","90","190","1544","Victory","4500","2690","6060","1544"
"1174","true","true","Waves","08 Shortest Bridges","90","280","1241","Victory","4700","2120","5630","1241"
"1171","true","true","Waves","08 Shortest Bridges","90","250","1596","Victory","4700","2930","6110","1596"
"1177","true","true","Waves","09 Shortest Bridges","30","100","2020","Retreat","600","4540","7680","2020"
"1168","true","true","Waves","08 Shortest Bridges","90","220","1990","Victory","4500","3250","6290","1990"
"1163","true","true","Waves","08 Shortest Bridges","90","170","2239","Victory","4500","3620","6380","2239"
"1187","true","true","Waves","09 Shortest Bridges","30","200","1094","Victory","4500","2460","5710","1094"
"1173","true","true","Waves","08 Shortest Bridges","90","270","1989","Victory","4500","3700","6840","1989"
"1192","true","true","Waves","09 Shortest Bridges","30","250","554","Victory","4700","1220","4480","554"
"1186","true","true","Waves","09 Shortest Bridges","30","190","1239","Victory","4600","2910","5940","1239"
"1182","true","true","Waves","09 Shortest Bridges","30","150","1840","Retreat","4000","4530","7330","1840"
"1178","true","true","Waves","09 Shortest Bridges","30","110","1800","Retreat","2200","4530","7390","1800"
"1179","true","true","Waves","09 Shortest Bridges","30","120","1960","Retreat","4000","4580","7500","1960"
"1175","true","true","Waves","08 Shortest Bridges","90","290","2380","Retreat","3700","4560","7350","2380"
"1190","true","true","Waves","09 Shortest Bridges","30","230","1636","Victory","4500","3950","6830","1636"
"1180","true","true","Waves","09 Shortest Bridges","30","130","1780","Retreat","0","4610","6970","1780"
"1197","true","true","Waves","09 Shortest Bridges","30","300","484","Victory","4700","910","4280","484"
"1193","true","true","Waves","09 Shortest Bridges","30","260","720","Victory","4600","1670","5030","720"
"1184","true","true","Waves","09 Shortest Bridges","30","170","1820","Retreat","3300","4590","7300","1820"
"1188","true","true","Waves","09 Shortest Bridges","30","210","1800","Retreat","4300","4540","7580","1800"
"1185","true","true","Waves","09 Shortest Bridges","30","180","1900","Retreat","2200","4570","7480","1900"
"1183","true","true","Waves","09 Shortest Bridges","30","160","1920","Retreat","500","4560","7320","1920"
"1195","true","true","Waves","09 Shortest Bridges","30","280","811","Victory","4500","1890","5350","811"
"1191","true","true","Waves","09 Shortest Bridges","30","240","1539","Victory","4500","3670","6720","1539"
"1208","true","true","Waves","09 Shortest Bridges","40","200","393","Victory","4500","680","3690","393"
"1207","true","true","Waves","09 Shortest Bridges","40","190","636","Victory","4500","1240","4890","636"
"1201","true","true","Waves","09 Shortest Bridges","40","130","1670","Victory","4500","3580","6590","1670"
"1212","true","true","Waves","09 Shortest Bridges","40","240","175","Victory","4700","150","1820","175"
"1189","true","true","Waves","09 Shortest Bridges","30","220","1800","Retreat","1300","4550","7360","1800"
"1203","true","true","Waves","09 Shortest Bridges","40","150","1105","Victory","4500","2330","5780","1105"
"1210","true","true","Waves","09 Shortest Bridges","40","220","423","Victory","4700","850","3880","423"
"1213","true","true","Waves","09 Shortest Bridges","40","250","736","Victory","4600","1530","5350","736"
"1218","true","true","Waves","09 Shortest Bridges","40","300","175","Victory","4500","140","1830","175"
"1196","true","true","Waves","09 Shortest Bridges","30","290","1500","Victory","4500","3200","6400","1500"
"1214","true","true","Waves","09 Shortest Bridges","40","260","457","Victory","4700","880","4060","457"
"1194","true","true","Waves","09 Shortest Bridges","30","270","1860","Retreat","1800","4510","7650","1860"
"1216","true","true","Waves","09 Shortest Bridges","40","280","485","Victory","4700","850","4330","485"
"1202","true","true","Waves","09 Shortest Bridges","40","140","1336","Victory","4700","2960","6000","1336"
"1200","true","true","Waves","09 Shortest Bridges","40","120","1762","Victory","4500","3850","6640","1762"
"1204","true","true","Waves","09 Shortest Bridges","40","160","1383","Victory","4500","3000","5900","1383"
"1211","true","true","Waves","09 Shortest Bridges","40","230","754","Victory","4500","1720","5180","754"
"1209","true","true","Waves","09 Shortest Bridges","40","210","1195","Victory","4700","2420","5760","1195"
"1198","true","true","Waves","09 Shortest Bridges","40","100","1980","Retreat","200","4560","7130","1980"
"1225","true","true","Waves","09 Shortest Bridges","50","160","526","Victory","4700","840","4240","526"
"1223","true","true","Waves","09 Shortest Bridges","50","140","715","Victory","4600","1400","4820","715"
"1199","true","true","Waves","09 Shortest Bridges","40","110","2100","Retreat","3800","4550","7520","2100"
"1206","true","true","Waves","09 Shortest Bridges","40","180","1980","Retreat","3700","4550","7150","1980"
"1226","true","true","Waves","09 Shortest Bridges","50","170","611","Victory","4500","1230","4520","611"
"1221","true","true","Waves","09 Shortest Bridges","50","120","1000","Victory","4500","1940","5440","1000"
"1228","true","true","Waves","09 Shortest Bridges","50","190","444","Victory","4500","890","3850","444"
"1224","true","true","Waves","09 Shortest Bridges","50","150","772","Victory","4600","1750","5120","772"
"1236","true","true","Waves","09 Shortest Bridges","50","270","173","Victory","4700","130","1840","173"
"1235","true","true","Waves","09 Shortest Bridges","50","260","293","Victory","4500","490","2730","293"
"1219","true","true","Waves","09 Shortest Bridges","50","100","2200","Retreat","0","4510","7180","2200"
"1205","true","true","Waves","09 Shortest Bridges","40","170","2100","Retreat","3300","4580","7330","2100"
"1238","true","true","Waves","09 Shortest Bridges","50","290","280","Victory","4500","500","3020","280"
"1217","true","true","Waves","09 Shortest Bridges","40","290","1470","Victory","4600","3470","6400","1470"
"1237","true","true","Waves","09 Shortest Bridges","50","280","590","Victory","4500","1120","4640","590"
"1215","true","true","Waves","09 Shortest Bridges","40","270","1694","Victory","4700","3720","7040","1694"
"1232","true","true","Waves","09 Shortest Bridges","50","230","1092","Victory","4500","2310","5300","1092"
"1229","true","true","Waves","09 Shortest Bridges","50","200","1135","Victory","4700","2450","6000","1135"
"1243","true","true","Waves","09 Shortest Bridges","60","130","535","Victory","4700","880","3920","535"
"1231","true","true","Waves","09 Shortest Bridges","50","220","1320","Victory","4700","2860","5850","1320"
"1222","true","true","Waves","09 Shortest Bridges","50","130","2140","Retreat","1200","4510","7220","2140"
"1245","true","true","Waves","09 Shortest Bridges","60","150","774","Victory","4500","1350","5270","774"
"1241","true","true","Waves","09 Shortest Bridges","60","110","1285","Victory","4500","2210","5820","1285"
"1220","true","true","Waves","09 Shortest Bridges","50","110","2220","Retreat","400","4560","7350","2220"
"1247","true","true","Waves","09 Shortest Bridges","60","170","850","Victory","4500","1610","5130","850"
"1233","true","true","Waves","09 Shortest Bridges","50","240","1977","Victory","4500","4190","6930","1977"
"1234","true","true","Waves","09 Shortest Bridges","50","250","1687","Victory","4500","3840","6930","1687"
"1230","true","true","Waves","09 Shortest Bridges","50","210","1960","Retreat","3600","4560","7630","1960"
"1246","true","true","Waves","09 Shortest Bridges","60","160","1242","Victory","4500","2330","5550","1242"
"1240","true","true","Waves","09 Shortest Bridges","60","100","2660","Retreat","1500","4570","7750","2660"
"1255","true","true","Waves","09 Shortest Bridges","60","250","177","Victory","4600","190","1850","177"
"1256","true","true","Waves","09 Shortest Bridges","60","260","183","Victory","4500","190","1920","183"
"1250","true","true","Waves","09 Shortest Bridges","60","200","720","Victory","4500","1610","5030","720"
"1227","true","true","Waves","09 Shortest Bridges","50","180","2220","Retreat","4400","4510","8280","2220"
"1253","true","true","Waves","09 Shortest Bridges","60","230","514","Victory","4600","920","4370","514"
"1257","true","true","Waves","09 Shortest Bridges","60","270","497","Victory","4500","790","4230","497"
"1239","true","true","Waves","09 Shortest Bridges","50","300","1899","Victory","4500","4160","7400","1899"
"1244","true","true","Waves","09 Shortest Bridges","60","140","1552","Victory","4500","3040","6130","1552"
"1254","true","true","Waves","09 Shortest Bridges","60","240","756","Victory","4700","1470","5320","756"
"1260","true","true","Waves","09 Shortest Bridges","60","300","876","Victory","4500","1710","5120","876"
"1259","true","true","Waves","09 Shortest Bridges","60","290","2040","Retreat","2800","4540","7600","2040"
"1258","true","true","Waves","09 Shortest Bridges","60","280","1337","Victory","4500","3170","6070","1337"
"1263","true","true","Waves","09 Shortest Bridges","70","120","1113","Victory","4500","1880","5410","1113"
"1271","true","true","Waves","09 Shortest Bridges","70","200","165","Victory","4500","120","1710","165"
"1266","true","true","Waves","09 Shortest Bridges","70","150","1040","Victory","4600","1810","5260","1040"
"1248","true","true","Waves","09 Shortest Bridges","60","180","2100","Retreat","4100","4520","7660","2100"
"1264","true","true","Waves","09 Shortest Bridges","70","130","1146","Victory","4500","1950","5790","1146"
"1275","true","true","Waves","09 Shortest Bridges","70","240","172","Victory","4700","140","1780","172"
"1242","true","true","Waves","09 Shortest Bridges","60","120","2640","Retreat","3300","4510","7870","2640"
"1252","true","true","Waves","09 Shortest Bridges","60","220","1823","Victory","4700","3710","6830","1823"
"1249","true","true","Waves","09 Shortest Bridges","60","190","2280","Retreat","2900","4510","7900","2280"
"1279","true","true","Waves","09 Shortest Bridges","70","280","182","Victory","4600","220","1870","182"
"1280","true","true","Waves","09 Shortest Bridges","70","290","240","Victory","4600","330","2500","240"
"1267","true","true","Waves","09 Shortest Bridges","70","160","1287","Victory","4700","2320","6200","1287"
