x_runNumber_,turn_on_artillery_,turn_on_stop_conditions_,spacing_mode,site_selection_mode,wave_pause,wave_duration,x_step_,battle_outcome,total_infantry_crossed,total_infantry_casualties_10,total_infantry_used,total_pontoons_used,ticks
2965,true,true,Waves,07 Shortest Bridges,30,166,1880,Retreat,100,4550,6580,14070,1880
2964,true,true,Waves,07 Shortest Bridges,30,166,1900,Retreat,2300,4530,7060,14140,1900
2966,true,true,Waves,07 Shortest Bridges,30,166,1840,Retreat,2000,4530,7210,13670,1840
2970,true,true,Waves,07 Shortest Bridges,30,166,1860,Retreat,800,4540,6870,13810,1860
2967,true,true,Waves,07 Shortest Bridges,30,166,1920,Retreat,900,4560,6770,14440,1920
2981,true,true,Waves,07 Shortest Bridges,30,233,165,Victory,4500,130,1760,1420,165
2968,true,true,Waves,07 Shortest Bridges,30,166,1523,Victory,4700,3590,6580,11420,1523
2984,true,true,Waves,07 Shortest Bridges,30,233,172,Victory,4600,190,1800,1500,172
2969,true,true,Waves,07 Shortest Bridges,30,166,1880,Retreat,800,4520,6540,14030,1880
2972,true,true,Waves,07 Shortest Bridges,30,200,1840,Retreat,500,4510,6420,13860,1840
2974,true,true,Waves,07 Shortest Bridges,30,200,1800,Retreat,3700,4510,7030,13810,1800
2977,true,true,Waves,07 Shortest Bridges,30,200,1491,Victory,4600,3460,6430,11370,1491
2988,true,true,Waves,07 Shortest Bridges,30,233,165,Victory,4600,140,1730,1450,165
2976,true,true,Waves,07 Shortest Bridges,30,200,1840,Retreat,1600,4550,6850,13910,1840
2975,true,true,Waves,07 Shortest Bridges,30,200,1820,Retreat,3100,4520,6650,13810,1820
2978,true,true,Waves,07 Shortest Bridges,30,200,1780,Retreat,1000,4530,6830,13610,1780
2979,true,true,Waves,07 Shortest Bridges,30,200,1920,Retreat,2200,4560,6680,14570,1920
2983,true,true,Waves,07 Shortest Bridges,30,233,1800,Retreat,900,4560,6940,14030,1800
2980,true,true,Waves,07 Shortest Bridges,30,200,1940,Retreat,1000,4520,7130,14810,1940
2982,true,true,Waves,07 Shortest Bridges,30,233,1840,Retreat,2500,4510,6820,14080,1840
2985,true,true,Waves,07 Shortest Bridges,30,233,1760,Retreat,0,4560,7040,13680,1760
2996,true,true,Waves,07 Shortest Bridges,30,266,472,Victory,4500,920,4300,3790,472
2987,true,true,Waves,07 Shortest Bridges,30,233,1800,Retreat,2600,4550,6970,14090,1800
2986,true,true,Waves,07 Shortest Bridges,30,233,1820,Retreat,1500,4540,6880,14200,1820
2989,true,true,Waves,07 Shortest Bridges,30,233,1840,Retreat,300,4560,6420,14140,1840
2990,true,true,Waves,07 Shortest Bridges,30,233,1920,Retreat,400,4530,7010,14850,1920
2994,true,true,Waves,07 Shortest Bridges,30,266,1433,Victory,4600,3410,6030,11440,1433
2991,true,true,Waves,07 Shortest Bridges,30,266,1840,Retreat,2300,4510,6690,14360,1840
3003,true,true,Waves,07 Shortest Bridges,30,300,172,Victory,4500,150,1790,1510,172
2993,true,true,Waves,07 Shortest Bridges,30,266,1800,Retreat,0,4570,6610,14120,1800
2992,true,true,Waves,07 Shortest Bridges,30,266,1900,Retreat,0,4520,6790,14890,1900
2995,true,true,Waves,07 Shortest Bridges,30,266,1860,Retreat,2000,4550,6740,14540,1860
3002,true,true,Waves,07 Shortest Bridges,30,300,1393,Victory,4500,3290,5800,10990,1393
2998,true,true,Waves,07 Shortest Bridges,30,266,1840,Retreat,2800,4510,6890,14350,1840
2997,true,true,Waves,07 Shortest Bridges,30,266,1940,Retreat,3100,4520,6930,15210,1940
3000,true,true,Waves,07 Shortest Bridges,30,266,1700,Victory,4500,4350,7130,13380,1700
3004,true,true,Waves,07 Shortest Bridges,30,300,1501,Victory,4600,3590,6040,12020,1501
2999,true,true,Waves,07 Shortest Bridges,30,266,1820,Retreat,3800,4520,6840,14230,1820
3001,true,true,Waves,07 Shortest Bridges,30,300,1880,Retreat,2000,4550,7130,14950,1880
3009,true,true,Waves,07 Shortest Bridges,30,300,1880,Retreat,200,4540,6820,14890,1880
3007,true,true,Waves,07 Shortest Bridges,30,300,1840,Retreat,600,4530,6980,14530,1840
3006,true,true,Waves,07 Shortest Bridges,30,300,1860,Retreat,1300,4530,6800,14820,1860
3005,true,true,Waves,07 Shortest Bridges,30,300,1900,Retreat,900,4530,6880,15110,1900
3008,true,true,Waves,07 Shortest Bridges,30,300,1780,Retreat,500,4530,6660,14030,1780
3014,true,true,Waves,07 Shortest Bridges,40,100,1153,Victory,4500,2400,5220,7330,1153
3013,true,true,Waves,07 Shortest Bridges,40,100,2000,Retreat,100,4530,6760,12730,2000
3010,true,true,Waves,07 Shortest Bridges,30,300,1880,Retreat,300,4570,6680,14960,1880
3017,true,true,Waves,07 Shortest Bridges,40,100,2080,Retreat,3700,4530,7070,13210,2080
3011,true,true,Waves,07 Shortest Bridges,40,100,2020,Retreat,4300,4560,7000,12830,2020
3025,true,true,Waves,07 Shortest Bridges,40,133,170,Victory,4500,170,1400,1170,170
3012,true,true,Waves,07 Shortest Bridges,40,100,2080,Retreat,0,4530,6800,13210,2080
3022,true,true,Waves,07 Shortest Bridges,40,133,1194,Victory,4800,2260,5270,8120,1194
3026,true,true,Waves,07 Shortest Bridges,40,133,328,Victory,4700,450,2830,2310,328
3018,true,true,Waves,07 Shortest Bridges,40,100,1960,Retreat,3000,4560,6810,12280,1960
3019,true,true,Waves,07 Shortest Bridges,40,100,1980,Retreat,2200,4540,6840,12480,1980
3015,true,true,Waves,07 Shortest Bridges,40,100,2040,Retreat,1200,4530,6900,13020,2040
3016,true,true,Waves,07 Shortest Bridges,40,100,2080,Retreat,1500,4520,6820,13120,2080
3020,true,true,Waves,07 Shortest Bridges,40,100,2020,Retreat,0,4550,6720,12820,2020
3029,true,true,Waves,07 Shortest Bridges,40,133,513,Victory,4500,960,4020,3480,513
3021,true,true,Waves,07 Shortest Bridges,40,133,2040,Retreat,2800,4520,6930,13890,2040
3033,true,true,Waves,07 Shortest Bridges,40,166,616,Victory,4500,1300,4310,4350,616
3028,true,true,Waves,07 Shortest Bridges,40,133,838,Victory,4700,1880,5210,5880,838
3031,true,true,Waves,07 Shortest Bridges,40,166,1011,Victory,4600,2100,5120,7260,1011
3027,true,true,Waves,07 Shortest Bridges,40,133,2100,Retreat,2900,4510,6700,14230,2100
3023,true,true,Waves,07 Shortest Bridges,40,133,2020,Retreat,4100,4510,7040,13840,2020
3034,true,true,Waves,07 Shortest Bridges,40,166,1599,Victory,4500,3410,6090,11520,1599
3040,true,true,Waves,07 Shortest Bridges,40,166,986,Victory,4500,2070,5180,7210,986
3032,true,true,Waves,07 Shortest Bridges,40,166,1792,Victory,4800,4020,6420,12790,1792
3024,true,true,Waves,07 Shortest Bridges,40,133,2160,Retreat,2000,4570,7030,14660,2160
3045,true,true,Waves,07 Shortest Bridges,40,200,165,Victory,4500,200,1760,1500,165
3030,true,true,Waves,07 Shortest Bridges,40,133,2060,Retreat,800,4510,6970,13940,2060
3035,true,true,Waves,07 Shortest Bridges,40,166,2200,Retreat,800,4510,7380,15670,2200
3036,true,true,Waves,07 Shortest Bridges,40,166,1980,Retreat,0,4520,6820,14060,1980
3037,true,true,Waves,07 Shortest Bridges,40,166,2140,Retreat,1900,4570,7280,15040,2140
3041,true,true,Waves,07 Shortest Bridges,40,200,1900,Retreat,1800,4550,6620,13830,1900
3038,true,true,Waves,07 Shortest Bridges,40,166,2020,Retreat,2800,4530,6920,14460,2020
3039,true,true,Waves,07 Shortest Bridges,40,166,2006,Victory,4700,4480,7360,14360,2006
3052,true,true,Waves,07 Shortest Bridges,40,233,429,Victory,4500,740,3960,3390,429
3051,true,true,Waves,07 Shortest Bridges,40,233,687,Victory,4500,1290,4670,5220,687
3042,true,true,Waves,07 Shortest Bridges,40,200,1585,Victory,4500,3950,6490,11630,1585
3044,true,true,Waves,07 Shortest Bridges,40,200,1880,Retreat,0,4520,7050,13840,1880
3043,true,true,Waves,07 Shortest Bridges,40,200,1840,Retreat,1200,4550,6710,13550,1840
3046,true,true,Waves,07 Shortest Bridges,40,200,1814,Victory,4600,3720,6370,13360,1814
3047,true,true,Waves,07 Shortest Bridges,40,200,1920,Retreat,3200,4550,6660,13970,1920
3057,true,true,Waves,07 Shortest Bridges,40,233,711,Victory,4800,1260,4630,5530,711
3060,true,true,Waves,07 Shortest Bridges,40,233,404,Victory,4600,740,3740,3130,404
3048,true,true,Waves,07 Shortest Bridges,40,200,1900,Retreat,0,4510,7140,13820,1900
3064,true,true,Waves,07 Shortest Bridges,40,266,162,Victory,4800,120,1720,1440,162
3049,true,true,Waves,07 Shortest Bridges,40,200,1920,Retreat,1300,4520,6500,13940,1920
3050,true,true,Waves,07 Shortest Bridges,40,200,1940,Retreat,3500,4510,6710,14090,1940
3058,true,true,Waves,07 Shortest Bridges,40,233,1035,Victory,4500,2010,5110,7930,1035
3055,true,true,Waves,07 Shortest Bridges,40,233,1900,Retreat,1900,4510,6910,14160,1900
3068,true,true,Waves,07 Shortest Bridges,40,266,447,Victory,4500,760,4040,3560,447
3056,true,true,Waves,07 Shortest Bridges,40,233,1511,Victory,4500,3460,6410,11370,1511
3067,true,true,Waves,07 Shortest Bridges,40,266,743,Victory,4700,1690,4980,5800,743
3061,true,true,Waves,07 Shortest Bridges,40,266,1359,Victory,4700,2890,6320,10330,1359
3054,true,true,Waves,07 Shortest Bridges,40,233,2040,Retreat,1300,4540,6910,15250,2040
3053,true,true,Waves,07 Shortest Bridges,40,233,2020,Retreat,4000,4530,7030,14960,2020
3066,true,true,Waves,07 Shortest Bridges,40,266,1099,Victory,4500,2430,5490,8450,1099
3071,true,true,Waves,07 Shortest Bridges,40,300,515,Victory,4500,920,4440,4110,515
3073,true,true,Waves,07 Shortest Bridges,40,300,401,Victory,4600,760,3770,3130,401
3059,true,true,Waves,07 Shortest Bridges,40,233,2040,Retreat,2400,4520,7240,15220,2040
3062,true,true,Waves,07 Shortest Bridges,40,266,1840,Retreat,2400,4550,6570,13720,1840
3074,true,true,Waves,07 Shortest Bridges,40,300,815,Victory,4600,1800,4960,6370,815
3076,true,true,Waves,07 Shortest Bridges,40,300,831,Victory,4500,1590,4680,6470,831
3063,true,true,Waves,07 Shortest Bridges,40,266,2080,Retreat,3700,4530,7190,15880,2080
3069,true,true,Waves,07 Shortest Bridges,40,266,1960,Retreat,1200,4530,6940,14910,1960
3065,true,true,Waves,07 Shortest Bridges,40,266,1920,Retreat,2000,4530,7140,14570,1920
3080,true,true,Waves,07 Shortest Bridges,40,300,610,Victory,4500,1060,4600,4890,610
3070,true,true,Waves,07 Shortest Bridges,40,266,1920,Retreat,600,4560,7170,14590,1920
3072,true,true,Waves,07 Shortest Bridges,40,300,1920,Retreat,4400,4560,6930,14860,1920
3083,true,true,Waves,07 Shortest Bridges,50,100,1197,Victory,4500,1960,5060,7040,1197
3078,true,true,Waves,07 Shortest Bridges,40,300,1840,Retreat,600,4520,7150,14160,1840
3081,true,true,Waves,07 Shortest Bridges,50,100,1372,Victory,4500,2610,5050,8090,1372
3077,true,true,Waves,07 Shortest Bridges,40,300,1960,Retreat,4000,4550,7330,15220,1960
3075,true,true,Waves,07 Shortest Bridges,40,300,1860,Retreat,2900,4510,7030,14420,1860
3084,true,true,Waves,07 Shortest Bridges,50,100,1799,Victory,4600,3050,6020,10590,1799
3079,true,true,Waves,07 Shortest Bridges,40,300,1920,Retreat,2400,4510,6870,14970,1920
3094,true,true,Waves,07 Shortest Bridges,50,133,526,Victory,4500,790,3980,3450,526
3085,true,true,Waves,07 Shortest Bridges,50,100,1648,Victory,4700,2960,5570,9660,1648
3089,true,true,Waves,07 Shortest Bridges,50,100,1011,Victory,4500,1630,4930,6220,1011
3095,true,true,Waves,07 Shortest Bridges,50,133,520,Victory,4500,880,3970,3490,520
3086,true,true,Waves,07 Shortest Bridges,50,100,2398,Victory,4500,4290,6810,14050,2398
3082,true,true,Waves,07 Shortest Bridges,50,100,2680,Retreat,1500,4560,7270,15680,2680
3088,true,true,Waves,07 Shortest Bridges,50,100,2094,Victory,4600,3910,6340,12320,2094
3097,true,true,Waves,07 Shortest Bridges,50,133,1088,Victory,4500,1960,5170,6910,1088
3087,true,true,Waves,07 Shortest Bridges,50,100,2400,Victory,4500,4370,7040,14020,2400
3098,true,true,Waves,07 Shortest Bridges,50,133,894,Victory,4700,1480,4680,5810,894
3093,true,true,Waves,07 Shortest Bridges,50,133,1795,Victory,4600,3470,6150,11520,1795
3103,true,true,Waves,07 Shortest Bridges,50,166,797,Victory,4500,1480,4750,5640,797
3092,true,true,Waves,07 Shortest Bridges,50,133,2280,Retreat,2100,4520,6690,14770,2280
3096,true,true,Waves,07 Shortest Bridges,50,133,2380,Retreat,1000,4510,7000,15150,2380
3090,true,true,Waves,07 Shortest Bridges,50,100,2660,Retreat,1100,4550,7030,15760,2660
3091,true,true,Waves,07 Shortest Bridges,50,133,2340,Retreat,1900,4560,6630,15120,2340
3106,true,true,Waves,07 Shortest Bridges,50,166,777,Victory,4600,1240,4770,5470,777
3104,true,true,Waves,07 Shortest Bridges,50,166,1455,Victory,4600,2900,5550,10130,1455
3109,true,true,Waves,07 Shortest Bridges,50,166,1023,Victory,4500,1850,4720,7160,1023
3114,true,true,Waves,07 Shortest Bridges,50,200,167,Victory,4500,130,1750,1480,167
3101,true,true,Waves,07 Shortest Bridges,50,166,2095,Victory,4600,3580,6380,14310,2095
3099,true,true,Waves,07 Shortest Bridges,50,133,2480,Retreat,4300,4530,7030,16010,2480
3113,true,true,Waves,07 Shortest Bridges,50,200,895,Victory,4500,1730,4820,6470,895
3100,true,true,Waves,07 Shortest Bridges,50,133,2340,Retreat,4300,4540,6850,15070,2340
3102,true,true,Waves,07 Shortest Bridges,50,166,2240,Retreat,3000,4510,6690,15170,2240
3111,true,true,Waves,07 Shortest Bridges,50,200,1407,Victory,4600,2550,5580,10090,1407
3107,true,true,Waves,07 Shortest Bridges,50,166,1688,Victory,4500,3390,6360,11510,1688
3105,true,true,Waves,07 Shortest Bridges,50,166,2300,Retreat,3400,4530,6830,15700,2300
3110,true,true,Waves,07 Shortest Bridges,50,166,1865,Victory,4500,3370,5970,12760,1865
3112,true,true,Waves,07 Shortest Bridges,50,200,1400,Victory,4500,3220,6020,9950,1400
3108,true,true,Waves,07 Shortest Bridges,50,166,2360,Retreat,4400,4560,6930,15900,2360
3120,true,true,Waves,07 Shortest Bridges,50,200,917,Victory,4600,1730,4880,6640,917
3115,true,true,Waves,07 Shortest Bridges,50,200,2200,Retreat,4100,4520,7510,15610,2200
3126,true,true,Waves,07 Shortest Bridges,50,233,490,Victory,4500,850,4450,3810,490
3123,true,true,Waves,07 Shortest Bridges,50,233,1283,Victory,4500,2340,5190,9450,1283
3116,true,true,Waves,07 Shortest Bridges,50,200,2000,Retreat,2300,4520,6790,13920,2000
3131,true,true,Waves,07 Shortest Bridges,50,266,170,Victory,4500,150,1790,1480,170
3117,true,true,Waves,07 Shortest Bridges,50,200,2200,Retreat,3400,4560,7080,15570,2200
3118,true,true,Waves,07 Shortest Bridges,50,200,2159,Victory,4600,4420,7010,15270,2159
3119,true,true,Waves,07 Shortest Bridges,50,200,2140,Retreat,3200,4530,6840,15200,2140
3127,true,true,Waves,07 Shortest Bridges,50,233,1285,Victory,4600,2660,5560,9440,1285
3124,true,true,Waves,07 Shortest Bridges,50,233,1840,Victory,4500,4170,7080,13300,1840
3122,true,true,Waves,07 Shortest Bridges,50,233,2100,Retreat,2700,4570,7000,15200,2100
3121,true,true,Waves,07 Shortest Bridges,50,233,2100,Retreat,1600,4540,6590,15270,2100
3125,true,true,Waves,07 Shortest Bridges,50,233,1833,Victory,4500,3780,6710,13350,1833
3128,true,true,Waves,07 Shortest Bridges,50,233,1960,Retreat,3400,4520,6750,14080,1960
3137,true,true,Waves,07 Shortest Bridges,50,266,800,Victory,4500,1790,4740,6010,800
3135,true,true,Waves,07 Shortest Bridges,50,266,1110,Victory,4700,2220,5310,8340,1110
3130,true,true,Waves,07 Shortest Bridges,50,233,1884,Victory,4500,4140,6860,13800,1884
3136,true,true,Waves,07 Shortest Bridges,50,266,1522,Victory,4600,3140,5560,11400,1522
3143,true,true,Waves,07 Shortest Bridges,50,300,503,Victory,4700,860,4330,3960,503
3129,true,true,Waves,07 Shortest Bridges,50,233,2154,Victory,4500,4420,7260,15590,2154
3146,true,true,Waves,07 Shortest Bridges,50,300,161,Victory,4600,100,1700,1430,161
3141,true,true,Waves,07 Shortest Bridges,50,300,1531,Victory,4600,2890,5870,11610,1531
3132,true,true,Waves,07 Shortest Bridges,50,266,2060,Retreat,2000,4540,6900,15330,2060
3134,true,true,Waves,07 Shortest Bridges,50,266,2000,Retreat,3500,4520,7240,14730,2000
3133,true,true,Waves,07 Shortest Bridges,50,266,1980,Retreat,1900,4550,7050,14550,1980
3138,true,true,Waves,07 Shortest Bridges,50,266,2079,Victory,4500,4490,6820,15260,2079
3139,true,true,Waves,07 Shortest Bridges,50,266,1980,Retreat,400,4520,7090,14650,1980
3140,true,true,Waves,07 Shortest Bridges,50,266,2000,Retreat,200,4530,6860,14710,2000
3142,true,true,Waves,07 Shortest Bridges,50,300,2040,Retreat,600,4520,6950,15430,2040
3149,true,true,Waves,07 Shortest Bridges,50,300,2000,Retreat,1100,4550,6680,15090,2000
3144,true,true,Waves,07 Shortest Bridges,50,300,1940,Retreat,3700,4510,7060,14710,1940
3145,true,true,Waves,07 Shortest Bridges,50,300,2000,Retreat,2000,4540,6820,15150,2000
3147,true,true,Waves,07 Shortest Bridges,50,300,2020,Retreat,1600,4550,6970,15230,2020
3148,true,true,Waves,07 Shortest Bridges,50,300,1960,Retreat,4000,4530,7030,14840,1960
3150,true,true,Waves,07 Shortest Bridges,50,300,2000,Retreat,3300,4560,7100,15010,2000
3151,true,true,Waves,07 Shortest Bridges,60,100,2380,Victory,4600,3800,6110,13190,2380
3163,true,true,Waves,07 Shortest Bridges,60,133,162,Victory,4500,130,1440,1160,162
3164,true,true,Waves,07 Shortest Bridges,60,133,364,Victory,4500,460,2740,2330,364
3152,true,true,Waves,07 Shortest Bridges,60,100,2720,Retreat,4300,4510,6750,14910,2720
3158,true,true,Waves,07 Shortest Bridges,60,100,1279,Victory,4700,1780,4840,7020,1279
3157,true,true,Waves,07 Shortest Bridges,60,100,2064,Victory,4500,3080,5850,11370,2064
3153,true,true,Waves,07 Shortest Bridges,60,100,2388,Victory,4700,4130,6680,13120,2388
3161,true,true,Waves,07 Shortest Bridges,60,133,1485,Victory,4500,2840,5910,9300,1485
3154,true,true,Waves,07 Shortest Bridges,60,100,2705,Victory,4500,4410,7380,14930,2705
3156,true,true,Waves,07 Shortest Bridges,60,100,2700,Retreat,4200,4510,7160,14890,2700
3155,true,true,Waves,07 Shortest Bridges,60,100,2540,Retreat,1400,4510,6970,14030,2540
3172,true,true,Waves,07 Shortest Bridges,60,166,166,Victory,4700,200,1720,1430,166
3166,true,true,Waves,07 Shortest Bridges,60,133,1505,Victory,4500,2360,5600,9350,1505
3165,true,true,Waves,07 Shortest Bridges,60,133,2083,Victory,4600,3450,5940,12860,2083
3168,true,true,Waves,07 Shortest Bridges,60,133,1874,Victory,4500,3200,6070,11700,1874
3162,true,true,Waves,07 Shortest Bridges,60,133,2500,Retreat,1600,4550,6870,15080,2500
3159,true,true,Waves,07 Shortest Bridges,60,100,2840,Retreat,4000,4510,7170,15740,2840
3160,true,true,Waves,07 Shortest Bridges,60,100,2700,Retreat,4400,4510,7120,14880,2700
3173,true,true,Waves,07 Shortest Bridges,60,166,838,Victory,4500,1470,4870,5670,838
3171,true,true,Waves,07 Shortest Bridges,60,166,1106,Victory,4500,1920,5310,7190,1106
3169,true,true,Waves,07 Shortest Bridges,60,133,1884,Victory,4700,3140,6140,11570,1884
3179,true,true,Waves,07 Shortest Bridges,60,166,407,Victory,4500,650,3510,2910,407
3167,true,true,Waves,07 Shortest Bridges,60,133,2064,Victory,4500,3640,6490,12760,2064
3176,true,true,Waves,07 Shortest Bridges,60,166,1285,Victory,4600,2350,5110,8530,1285
3180,true,true,Waves,07 Shortest Bridges,60,166,1042,Victory,4500,1820,5420,7030,1042
3174,true,true,Waves,07 Shortest Bridges,60,166,1968,Victory,4500,3690,6660,12960,1968
3170,true,true,Waves,07 Shortest Bridges,60,133,2500,Retreat,2800,4530,7140,15090,2500
3177,true,true,Waves,07 Shortest Bridges,60,166,1946,Victory,4600,3460,6280,12730,1946
3183,true,true,Waves,07 Shortest Bridges,60,200,1186,Victory,4500,2100,5360,8160,1186
3187,true,true,Waves,07 Shortest Bridges,60,200,671,Victory,4700,1170,4670,4780,671
3182,true,true,Waves,07 Shortest Bridges,60,200,1700,Victory,4600,3120,6040,11580,1700
3175,true,true,Waves,07 Shortest Bridges,60,166,2420,Retreat,4300,4530,6950,15710,2420
3178,true,true,Waves,07 Shortest Bridges,60,166,2580,Retreat,4100,4520,6950,16700,2580
3185,true,true,Waves,07 Shortest Bridges,60,200,2280,Retreat,200,4580,6680,15560,2280
3194,true,true,Waves,07 Shortest Bridges,60,233,742,Victory,4500,1140,4670,5450,742
3184,true,true,Waves,07 Shortest Bridges,60,200,2520,Retreat,2200,4570,7230,17150,2520
3181,true,true,Waves,07 Shortest Bridges,60,200,2440,Retreat,1000,4510,7330,16430,2440
3186,true,true,Waves,07 Shortest Bridges,60,200,2380,Retreat,3400,4510,6890,15950,2380
3190,true,true,Waves,07 Shortest Bridges,60,200,2240,Retreat,3100,4530,7040,15220,2240
3188,true,true,Waves,07 Shortest Bridges,60,200,2260,Retreat,1300,4530,6670,15510,2260
3197,true,true,Waves,07 Shortest Bridges,60,233,758,Victory,4500,1260,4580,5530,758
3189,true,true,Waves,07 Shortest Bridges,60,200,2160,Retreat,2900,4530,6950,14590,2160
3191,true,true,Waves,07 Shortest Bridges,60,233,2033,Victory,4500,4300,6780,14100,2033
3195,true,true,Waves,07 Shortest Bridges,60,233,1390,Victory,4500,2600,5690,9980,1390
3203,true,true,Waves,07 Shortest Bridges,60,266,498,Victory,4600,900,4190,3860,498
3192,true,true,Waves,07 Shortest Bridges,60,233,2300,Retreat,2000,4580,7280,16150,2300
3201,true,true,Waves,07 Shortest Bridges,60,266,1442,Victory,4500,2880,5920,10530,1442
3193,true,true,Waves,07 Shortest Bridges,60,233,2207,Victory,4500,4100,6940,15440,2207
3200,true,true,Waves,07 Shortest Bridges,60,233,1997,Victory,4700,3500,6330,14070,1997
3209,true,true,Waves,07 Shortest Bridges,60,266,819,Victory,4500,1450,4680,6090,819
3196,true,true,Waves,07 Shortest Bridges,60,233,2213,Victory,4700,4370,6970,15590,2213
3198,true,true,Waves,07 Shortest Bridges,60,233,2160,Retreat,1900,4530,6930,15090,2160
3205,true,true,Waves,07 Shortest Bridges,60,266,1497,Victory,4500,3070,5840,11010,1497
3208,true,true,Waves,07 Shortest Bridges,60,266,1197,Victory,4500,2410,5480,8870,1197
3199,true,true,Waves,07 Shortest Bridges,60,233,2260,Retreat,300,4520,7090,15970,2260
3210,true,true,Waves,07 Shortest Bridges,60,266,1120,Victory,4600,2140,5320,8160,1120
3204,true,true,Waves,07 Shortest Bridges,60,266,2180,Retreat,1000,4530,6610,15760,2180
3202,true,true,Waves,07 Shortest Bridges,60,266,2360,Retreat,4400,4540,7260,16890,2360
3207,true,true,Waves,07 Shortest Bridges,60,266,1765,Victory,4500,3380,6240,12670,1765
3206,true,true,Waves,07 Shortest Bridges,60,266,2060,Retreat,2900,4530,7290,14710,2060
3222,true,true,Waves,07 Shortest Bridges,70,100,170,Victory,4500,130,1110,890,170
3220,true,true,Waves,07 Shortest Bridges,60,300,889,Victory,4500,1870,4890,6560,889
3212,true,true,Waves,07 Shortest Bridges,60,300,2240,Retreat,1700,4520,7050,16250,2240
3218,true,true,Waves,07 Shortest Bridges,60,300,1241,Victory,4500,2520,5380,9180,1241
3213,true,true,Waves,07 Shortest Bridges,60,300,1958,Victory,4500,3890,6750,14290,1958
3215,true,true,Waves,07 Shortest Bridges,60,300,1779,Victory,4500,3830,6200,13030,1779
3211,true,true,Waves,07 Shortest Bridges,60,300,2100,Retreat,800,4510,6980,15600,2100
3214,true,true,Waves,07 Shortest Bridges,60,300,1980,Retreat,2400,4550,7180,14520,1980
3219,true,true,Waves,07 Shortest Bridges,60,300,1570,Victory,4500,3320,6480,11460,1570
3216,true,true,Waves,07 Shortest Bridges,60,300,2120,Retreat,3000,4530,6760,15580,2120
3224,true,true,Waves,07 Shortest Bridges,70,100,1494,Victory,4500,2060,5420,7910,1494
3227,true,true,Waves,07 Shortest Bridges,70,100,1011,Victory,4500,1480,4670,5260,1011
3221,true,true,Waves,07 Shortest Bridges,70,100,2349,Victory,4500,3100,6530,12160,2349
3225,true,true,Waves,07 Shortest Bridges,70,100,2010,Victory,4500,2700,5990,10490,2010
3217,true,true,Waves,07 Shortest Bridges,60,300,2300,Retreat,3700,4560,7230,16660,2300
3236,true,true,Waves,07 Shortest Bridges,70,133,171,Victory,4500,160,1420,1180,171
3237,true,true,Waves,07 Shortest Bridges,70,133,160,Victory,4600,140,1410,1170,160
3233,true,true,Waves,07 Shortest Bridges,70,133,962,Victory,4600,1560,4560,5830,962
3228,true,true,Waves,07 Shortest Bridges,70,100,1837,Victory,4500,2520,5590,9680,1837
3223,true,true,Waves,07 Shortest Bridges,70,100,3320,Retreat,3400,4530,7280,17500,3320
3231,true,true,Waves,07 Shortest Bridges,70,133,2369,Victory,4500,3530,6480,13920,2369
3226,true,true,Waves,07 Shortest Bridges,70,100,2853,Victory,4600,4040,6970,14830,2853
3239,true,true,Waves,07 Shortest Bridges,70,133,1575,Victory,4700,2280,5010,9320,1575
3229,true,true,Waves,07 Shortest Bridges,70,100,3300,Retreat,4200,4530,7380,17250,3300
3230,true,true,Waves,07 Shortest Bridges,70,100,3044,Victory,4500,4310,7040,15740,3044
3234,true,true,Waves,07 Shortest Bridges,70,133,2372,Victory,4500,3580,6890,13870,2372
3240,true,true,Waves,07 Shortest Bridges,70,133,1765,Victory,4700,2730,5890,10420,1765
3238,true,true,Waves,07 Shortest Bridges,70,133,2392,Victory,4500,3810,6420,13880,2392
3232,true,true,Waves,07 Shortest Bridges,70,133,2800,Retreat,2600,4570,7030,16150,2800
3244,true,true,Waves,07 Shortest Bridges,70,166,847,Victory,4500,1230,5010,5500,847
3242,true,true,Waves,07 Shortest Bridges,70,166,1783,Victory,4700,2810,5830,11220,1783
3235,true,true,Waves,07 Shortest Bridges,70,133,2740,Retreat,4100,4520,7280,16010,2740
3241,true,true,Waves,07 Shortest Bridges,70,166,2027,Victory,4600,3470,6170,12810,2027
3252,true,true,Waves,07 Shortest Bridges,70,200,423,Victory,4500,640,3670,3090,423
3243,true,true,Waves,07 Shortest Bridges,70,166,1554,Victory,4500,2270,5490,9800,1554
3256,true,true,Waves,07 Shortest Bridges,70,200,438,Victory,4600,600,3810,3200,438
3258,true,true,Waves,07 Shortest Bridges,70,200,430,Victory,4700,560,3800,3180,430
3254,true,true,Waves,07 Shortest Bridges,70,200,988,Victory,4500,1600,4960,6770,988
3255,true,true,Waves,07 Shortest Bridges,70,200,960,Victory,4500,1530,5060,6540,960
3248,true,true,Waves,07 Shortest Bridges,70,166,1576,Victory,4700,2520,5480,10060,1576
3251,true,true,Waves,07 Shortest Bridges,70,200,1245,Victory,4600,2080,5550,8420,1245
3262,true,true,Waves,07 Shortest Bridges,70,233,459,Victory,4700,620,3870,3370,459
3246,true,true,Waves,07 Shortest Bridges,70,166,2580,Retreat,2100,4580,7170,15880,2580
3265,true,true,Waves,07 Shortest Bridges,70,233,458,Victory,4700,700,3890,3370,458
3245,true,true,Waves,07 Shortest Bridges,70,166,2580,Retreat,100,4570,6660,15820,2580
