"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"IrpinModel.nlogo"
"Vary Site-Selection Artillery Active Waves"
"04/13/2025 01:33:44:038 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","459","0","624"
"[run number]","turn-on-artillery?","turn-on-stop-conditions?","spacing-mode","site-selection-mode","wave-pause","wave-duration","[step]","battle-outcome","total-infantry-crossed","total-infantry-casualties / 10","total-infantry-used","total-pontoons-used","ticks"
"2124","true","true","Waves","05 Shortest Bridges","50","166","2480","Retreat","3100","4530","6040","16670","2480"
"2131","true","true","Waves","05 Shortest Bridges","50","200","1157","Victory","4500","2000","4670","8280","1157"
"2125","true","true","Waves","05 Shortest Bridges","50","166","2320","Retreat","4000","4560","6390","15900","2320"
"2126","true","true","Waves","05 Shortest Bridges","50","166","2440","Retreat","1600","4510","6390","16440","2440"
"2127","true","true","Waves","05 Shortest Bridges","50","166","2560","Retreat","1800","4540","6420","17290","2560"
"2139","true","true","Waves","05 Shortest Bridges","50","200","899","Victory","4700","1460","4450","6550","899"
"2133","true","true","Waves","05 Shortest Bridges","50","200","2220","Retreat","2500","4550","6260","15620","2220"
"2130","true","true","Waves","05 Shortest Bridges","50","166","2380","Retreat","0","4520","6540","15910","2380"
"2132","true","true","Waves","05 Shortest Bridges","50","200","2440","Retreat","2500","4540","6620","17250","2440"
"2134","true","true","Waves","05 Shortest Bridges","50","200","2460","Retreat","900","4550","6380","17300","2460"
"2140","true","true","Waves","05 Shortest Bridges","50","200","1893","Victory","4600","3680","6010","13410","1893"
"2137","true","true","Waves","05 Shortest Bridges","50","200","2400","Retreat","700","4530","6130","16950","2400"
"2138","true","true","Waves","05 Shortest Bridges","50","200","2400","Retreat","3400","4530","6510","16840","2400"
"2136","true","true","Waves","05 Shortest Bridges","50","200","2520","Retreat","1400","4510","6760","17520","2520"
"2148","true","true","Waves","05 Shortest Bridges","50","233","1013","Victory","4500","1670","4460","7470","1013"
"2141","true","true","Waves","05 Shortest Bridges","50","233","2280","Retreat","900","4520","6140","16450","2280"
"2142","true","true","Waves","05 Shortest Bridges","50","233","2400","Retreat","2900","4530","6430","17320","2400"
"2145","true","true","Waves","05 Shortest Bridges","50","233","2520","Retreat","0","4540","6410","18070","2520"
"2146","true","true","Waves","05 Shortest Bridges","50","233","2160","Retreat","0","4550","6470","15680","2160"
"2143","true","true","Waves","05 Shortest Bridges","50","233","2320","Retreat","1500","4520","6460","16610","2320"
"2144","true","true","Waves","05 Shortest Bridges","50","233","2360","Retreat","1700","4530","6400","17000","2360"
"2147","true","true","Waves","05 Shortest Bridges","50","233","2360","Retreat","2400","4540","6460","16950","2360"
"2149","true","true","Waves","05 Shortest Bridges","50","233","2300","Retreat","2900","4510","6700","16470","2300"
"2151","true","true","Waves","05 Shortest Bridges","50","266","2200","Retreat","0","4550","6130","16070","2200"
"2150","true","true","Waves","05 Shortest Bridges","50","233","2440","Retreat","2700","4550","6260","17590","2440"
"2153","true","true","Waves","05 Shortest Bridges","50","266","2360","Retreat","4200","4530","6420","17490","2360"
"2154","true","true","Waves","05 Shortest Bridges","50","266","2160","Retreat","1000","4560","6200","16080","2160"
"2152","true","true","Waves","05 Shortest Bridges","50","266","2400","Retreat","1000","4560","6400","17710","2400"
"2156","true","true","Waves","05 Shortest Bridges","50","266","2200","Retreat","3300","4540","6600","16050","2200"
"2155","true","true","Waves","05 Shortest Bridges","50","266","2380","Retreat","4200","4570","6690","17580","2380"
"2160","true","true","Waves","05 Shortest Bridges","50","266","1743","Victory","4500","3250","5500","12880","1743"
"2157","true","true","Waves","05 Shortest Bridges","50","266","2220","Retreat","1700","4540","6500","16190","2220"
"2158","true","true","Waves","05 Shortest Bridges","50","266","2360","Retreat","300","4560","6310","17440","2360"
"2159","true","true","Waves","05 Shortest Bridges","50","266","2240","Retreat","0","4530","6250","16460","2240"
"2161","true","true","Waves","05 Shortest Bridges","50","300","2180","Retreat","2200","4540","6470","16450","2180"
"2164","true","true","Waves","05 Shortest Bridges","50","300","2220","Retreat","2700","4540","6510","16650","2220"
"2167","true","true","Waves","05 Shortest Bridges","50","300","2280","Retreat","2900","4530","6500","17140","2280"
"2162","true","true","Waves","05 Shortest Bridges","50","300","2340","Retreat","0","4530","6540","17680","2340"
"2165","true","true","Waves","05 Shortest Bridges","50","300","2180","Retreat","2600","4520","6430","16230","2180"
"2166","true","true","Waves","05 Shortest Bridges","50","300","2140","Retreat","1200","4550","6300","15870","2140"
"2163","true","true","Waves","05 Shortest Bridges","50","300","2360","Retreat","0","4530","6220","17810","2360"
"2171","true","true","Waves","05 Shortest Bridges","60","100","1592","Victory","4700","2290","4850","8830","1592"
"2168","true","true","Waves","05 Shortest Bridges","50","300","2300","Retreat","1900","4520","6330","17390","2300"
"2177","true","true","Waves","05 Shortest Bridges","60","100","960","Victory","4600","1540","4310","5250","960"
"2170","true","true","Waves","05 Shortest Bridges","50","300","2200","Retreat","0","4540","6250","16410","2200"
"2169","true","true","Waves","05 Shortest Bridges","50","300","2200","Retreat","0","4520","6600","16340","2200"
"2181","true","true","Waves","05 Shortest Bridges","60","133","553","Victory","4500","720","3850","3480","553"
"2173","true","true","Waves","05 Shortest Bridges","60","100","2390","Victory","4500","3380","5590","13210","2390"
"2176","true","true","Waves","05 Shortest Bridges","60","100","1738","Victory","4600","2480","4970","9630","1738"
"2175","true","true","Waves","05 Shortest Bridges","60","100","2880","Retreat","4300","4510","6310","15800","2880"
"2172","true","true","Waves","05 Shortest Bridges","60","100","2853","Victory","4700","4040","6320","15810","2853"
"2174","true","true","Waves","05 Shortest Bridges","60","100","3280","Retreat","2600","4540","6410","18220","3280"
"2178","true","true","Waves","05 Shortest Bridges","60","100","2860","Retreat","1500","4560","6460","15720","2860"
"2179","true","true","Waves","05 Shortest Bridges","60","100","3178","Victory","4500","4200","6040","17560","3178"
"2183","true","true","Waves","05 Shortest Bridges","60","133","2875","Victory","4700","4040","6290","17390","2875"
"2182","true","true","Waves","05 Shortest Bridges","60","133","2820","Retreat","3600","4550","6650","17210","2820"
"2180","true","true","Waves","05 Shortest Bridges","60","100","3260","Retreat","2700","4530","6470","18240","3260"
"2184","true","true","Waves","05 Shortest Bridges","60","133","3040","Retreat","1200","4550","6390","18440","3040"
"2185","true","true","Waves","05 Shortest Bridges","60","133","2880","Retreat","1400","4550","6550","17470","2880"
"2188","true","true","Waves","05 Shortest Bridges","60","133","3040","Retreat","2100","4520","6370","18600","3040"
"2186","true","true","Waves","05 Shortest Bridges","60","133","2840","Retreat","1200","4530","6380","17330","2840"
"2187","true","true","Waves","05 Shortest Bridges","60","133","2680","Retreat","2700","4520","6190","16310","2680"
"2190","true","true","Waves","05 Shortest Bridges","60","133","2447","Victory","4500","3820","6110","15030","2447"
"2189","true","true","Waves","05 Shortest Bridges","60","133","3029","Victory","4700","4470","6660","18550","3029"
"2191","true","true","Waves","05 Shortest Bridges","60","166","2480","Retreat","200","4510","6300","15950","2480"
"2197","true","true","Waves","05 Shortest Bridges","60","166","1713","Victory","4700","2950","5320","11270","1713"
"2192","true","true","Waves","05 Shortest Bridges","60","166","2800","Retreat","4000","4520","6210","18050","2800"
"2193","true","true","Waves","05 Shortest Bridges","60","166","2620","Retreat","0","4530","6470","17100","2620"
"2194","true","true","Waves","05 Shortest Bridges","60","166","2580","Retreat","2700","4540","6430","16630","2580"
"2198","true","true","Waves","05 Shortest Bridges","60","166","2600","Retreat","1300","4540","6470","16890","2600"
"2196","true","true","Waves","05 Shortest Bridges","60","166","2600","Retreat","0","4540","6430","16830","2600"
"2195","true","true","Waves","05 Shortest Bridges","60","166","2620","Retreat","2200","4510","6630","17070","2620"
"2199","true","true","Waves","05 Shortest Bridges","60","166","2640","Retreat","700","4540","6310","17180","2640"
"2207","true","true","Waves","05 Shortest Bridges","60","200","673","Victory","4500","1110","4120","4800","673"
"2200","true","true","Waves","05 Shortest Bridges","60","166","2900","Retreat","3500","4530","6770","18740","2900"
"2201","true","true","Waves","05 Shortest Bridges","60","200","2960","Retreat","2200","4530","6580","19900","2960"
"2213","true","true","Waves","05 Shortest Bridges","60","233","748","Victory","4500","1270","4120","5460","748"
"2202","true","true","Waves","05 Shortest Bridges","60","200","2460","Retreat","1200","4510","6280","16630","2460"
"2203","true","true","Waves","05 Shortest Bridges","60","200","2700","Retreat","1200","4520","6280","18300","2700"
"2204","true","true","Waves","05 Shortest Bridges","60","200","2760","Retreat","3600","4510","6750","18710","2760"
"2217","true","true","Waves","05 Shortest Bridges","60","233","160","Victory","4700","190","1720","1410","160"
"2208","true","true","Waves","05 Shortest Bridges","60","200","2680","Retreat","400","4520","6730","17960","2680"
"2205","true","true","Waves","05 Shortest Bridges","60","200","2760","Retreat","2300","4550","6650","18740","2760"
"2206","true","true","Waves","05 Shortest Bridges","60","200","2540","Retreat","300","4510","6250","17430","2540"
"2215","true","true","Waves","05 Shortest Bridges","60","233","1048","Victory","4500","1680","4680","7560","1048"
"2212","true","true","Waves","05 Shortest Bridges","60","233","2200","Victory","4600","3840","6080","15310","2200"
"2211","true","true","Waves","05 Shortest Bridges","60","233","2500","Retreat","0","4530","6420","17520","2500"
"2209","true","true","Waves","05 Shortest Bridges","60","200","2740","Retreat","1800","4540","6410","18550","2740"
"2210","true","true","Waves","05 Shortest Bridges","60","200","2520","Retreat","700","4560","6510","17150","2520"
"2214","true","true","Waves","05 Shortest Bridges","60","233","2540","Retreat","4200","4510","6520","17790","2540"
"2220","true","true","Waves","05 Shortest Bridges","60","233","2440","Retreat","3700","4540","6620","16940","2440"
"2216","true","true","Waves","05 Shortest Bridges","60","233","2460","Retreat","1800","4550","6670","17020","2460"
"2218","true","true","Waves","05 Shortest Bridges","60","233","2440","Retreat","0","4510","6620","17030","2440"
"2219","true","true","Waves","05 Shortest Bridges","60","233","2556","Victory","4500","4420","6660","18020","2556"
"2221","true","true","Waves","05 Shortest Bridges","60","266","2480","Retreat","2100","4530","6640","17890","2480"
"2222","true","true","Waves","05 Shortest Bridges","60","266","2580","Retreat","3600","4530","6450","18350","2580"
"2223","true","true","Waves","05 Shortest Bridges","60","266","2480","Retreat","900","4530","6360","17810","2480"
"2224","true","true","Waves","05 Shortest Bridges","60","266","2420","Retreat","3600","4530","6750","17220","2420"
"2225","true","true","Waves","05 Shortest Bridges","60","266","2460","Retreat","2100","4520","6550","17540","2460"
"2226","true","true","Waves","05 Shortest Bridges","60","266","2440","Retreat","3200","4510","6440","17510","2440"
"2227","true","true","Waves","05 Shortest Bridges","60","266","2360","Retreat","1600","4520","6590","16820","2360"
"2228","true","true","Waves","05 Shortest Bridges","60","266","2400","Retreat","600","4550","6500","17150","2400"
"2229","true","true","Waves","05 Shortest Bridges","60","266","2420","Retreat","2400","4570","6470","17330","2420"
"2231","true","true","Waves","05 Shortest Bridges","60","300","2164","Victory","4600","4220","6260","15550","2164"
"2230","true","true","Waves","05 Shortest Bridges","60","266","2420","Retreat","3300","4520","6320","17230","2420"
"2232","true","true","Waves","05 Shortest Bridges","60","300","2380","Retreat","1200","4510","6300","17370","2380"
"2233","true","true","Waves","05 Shortest Bridges","60","300","2180","Retreat","900","4510","6330","15730","2180"
"2237","true","true","Waves","05 Shortest Bridges","60","300","2080","Retreat","1100","4550","6370","15270","2080"
"2234","true","true","Waves","05 Shortest Bridges","60","300","2280","Retreat","0","4540","6350","16500","2280"
"2235","true","true","Waves","05 Shortest Bridges","60","300","2280","Retreat","2300","4520","6590","16700","2280"
"2236","true","true","Waves","05 Shortest Bridges","60","300","2360","Retreat","1300","4530","6720","17260","2360"
"2240","true","true","Waves","05 Shortest Bridges","60","300","2440","Retreat","1800","4510","6290","17930","2440"
"2238","true","true","Waves","05 Shortest Bridges","60","300","2360","Retreat","0","4510","6390","17130","2360"
"2244","true","true","Waves","05 Shortest Bridges","70","100","1021","Victory","4500","1130","4200","5340","1021"
"2239","true","true","Waves","05 Shortest Bridges","60","300","2340","Retreat","1200","4520","6510","17200","2340"
"2241","true","true","Waves","05 Shortest Bridges","70","100","3700","Retreat","2100","4510","6470","19340","3700"
"2242","true","true","Waves","05 Shortest Bridges","70","100","2698","Victory","4600","3470","5730","14000","2698"
"2251","true","true","Waves","05 Shortest Bridges","70","133","1972","Victory","4500","2670","5460","11620","1972"
"2245","true","true","Waves","05 Shortest Bridges","70","100","2698","Victory","4500","3530","5690","13980","2698"
"2254","true","true","Waves","05 Shortest Bridges","70","133","2199","Victory","4500","2840","5360","12700","2199"
"2247","true","true","Waves","05 Shortest Bridges","70","100","3039","Victory","4700","3960","6370","15770","3039"
"2252","true","true","Waves","05 Shortest Bridges","70","133","2567","Victory","4700","3860","6300","14950","2567"
"2246","true","true","Waves","05 Shortest Bridges","70","100","3540","Retreat","3400","4520","6620","18440","3540"
"2243","true","true","Waves","05 Shortest Bridges","70","100","3560","Retreat","0","4530","6320","18480","3560"
"2250","true","true","Waves","05 Shortest Bridges","70","100","3720","Retreat","3700","4570","6750","19270","3720"
"2249","true","true","Waves","05 Shortest Bridges","70","100","3520","Retreat","500","4510","6370","18440","3520"
"2248","true","true","Waves","05 Shortest Bridges","70","100","3860","Retreat","4400","4560","6800","20120","3860"
"2253","true","true","Waves","05 Shortest Bridges","70","133","3220","Retreat","0","4550","6210","18480","3220"
"2258","true","true","Waves","05 Shortest Bridges","70","133","1379","Victory","4500","1730","4760","8080","1379"
"2255","true","true","Waves","05 Shortest Bridges","70","133","3020","Retreat","4300","4520","6580","17390","3020"
"2260","true","true","Waves","05 Shortest Bridges","70","133","1573","Victory","4600","2040","5010","9260","1573"
"2268","true","true","Waves","05 Shortest Bridges","70","166","640","Victory","4500","890","4010","4340","640"
"2256","true","true","Waves","05 Shortest Bridges","70","133","3140","Retreat","500","4530","6580","18220","3140"
"2263","true","true","Waves","05 Shortest Bridges","70","166","2039","Victory","4700","2980","5260","12960","2039"
"2257","true","true","Waves","05 Shortest Bridges","70","133","3160","Retreat","2500","4510","6200","18340","3160"
"2264","true","true","Waves","05 Shortest Bridges","70","166","2019","Victory","4500","3000","5570","12680","2019"
"2261","true","true","Waves","05 Shortest Bridges","70","166","2820","Retreat","4100","4510","6190","17290","2820"
"2272","true","true","Waves","05 Shortest Bridges","70","200","678","Victory","4500","1060","4170","4700","678"
"2267","true","true","Waves","05 Shortest Bridges","70","166","2760","Retreat","3300","4520","6310","17370","2760"
"2259","true","true","Waves","05 Shortest Bridges","70","133","3340","Retreat","400","4520","6560","19340","3340"
"2262","true","true","Waves","05 Shortest Bridges","70","166","2920","Retreat","2300","4540","6800","18160","2920"
"2265","true","true","Waves","05 Shortest Bridges","70","166","3020","Retreat","2700","4550","6370","18780","3020"
"2271","true","true","Waves","05 Shortest Bridges","70","200","1596","Victory","4500","2680","5200","10340","1596"
"2266","true","true","Waves","05 Shortest Bridges","70","166","2800","Retreat","3700","4510","6480","17300","2800"
"2269","true","true","Waves","05 Shortest Bridges","70","166","2754","Victory","4700","4360","6530","17190","2754"
"2270","true","true","Waves","05 Shortest Bridges","70","166","2920","Retreat","800","4530","6600","18130","2920"
"2275","true","true","Waves","05 Shortest Bridges","70","200","2317","Victory","4500","3620","5990","15250","2317"
"2273","true","true","Waves","05 Shortest Bridges","70","200","2820","Retreat","1000","4510","6490","18410","2820"
"2277","true","true","Waves","05 Shortest Bridges","70","200","2940","Retreat","3200","4550","6500","19130","2940"
"2274","true","true","Waves","05 Shortest Bridges","70","200","2640","Retreat","0","4510","6110","17320","2640"
"2276","true","true","Waves","05 Shortest Bridges","70","200","2640","Retreat","1200","4520","6500","17280","2640"
"2278","true","true","Waves","05 Shortest Bridges","70","200","2660","Retreat","700","4540","6530","17320","2660"
"2281","true","true","Waves","05 Shortest Bridges","70","233","2286","Victory","4700","3820","5630","15540","2286"
"2280","true","true","Waves","05 Shortest Bridges","70","200","2840","Retreat","1900","4520","6350","18590","2840"
"2279","true","true","Waves","05 Shortest Bridges","70","200","2680","Retreat","1100","4560","6480","17260","2680"
"2282","true","true","Waves","05 Shortest Bridges","70","233","2640","Retreat","3800","4550","6620","18020","2640"
"2283","true","true","Waves","05 Shortest Bridges","70","233","2580","Retreat","1300","4510","6550","17460","2580"
"2287","true","true","Waves","05 Shortest Bridges","70","233","2660","Retreat","3300","4530","6520","18170","2660"
"2284","true","true","Waves","05 Shortest Bridges","70","233","2500","Retreat","0","4510","6400","16830","2500"
"2285","true","true","Waves","05 Shortest Bridges","70","233","2620","Retreat","3300","4520","6780","17800","2620"
"2289","true","true","Waves","05 Shortest Bridges","70","233","2560","Retreat","3600","4510","6490","17220","2560"
"2291","true","true","Waves","05 Shortest Bridges","70","266","1831","Victory","4500","3190","5570","12830","1831"
"2288","true","true","Waves","05 Shortest Bridges","70","233","2540","Retreat","1300","4530","6600","17220","2540"
"2301","true","true","Waves","05 Shortest Bridges","70","300","169","Victory","4500","100","1810","1490","169"
"2286","true","true","Waves","05 Shortest Bridges","70","233","2820","Retreat","1400","4510","6470","19090","2820"
"2290","true","true","Waves","05 Shortest Bridges","70","233","2640","Retreat","2700","4510","6480","18050","2640"
"2292","true","true","Waves","05 Shortest Bridges","70","266","2520","Retreat","500","4510","6540","17570","2520"
"2294","true","true","Waves","05 Shortest Bridges","70","266","2340","Retreat","900","4530","6330","16090","2340"
"2296","true","true","Waves","05 Shortest Bridges","70","266","2560","Retreat","2800","4520","6730","17850","2560"
"2293","true","true","Waves","05 Shortest Bridges","70","266","2500","Retreat","3900","4530","6660","17350","2500"
"2295","true","true","Waves","05 Shortest Bridges","70","266","2540","Retreat","800","4510","6450","17770","2540"
"2298","true","true","Waves","05 Shortest Bridges","70","266","2540","Retreat","1700","4530","6560","17700","2540"
"2299","true","true","Waves","05 Shortest Bridges","70","266","2480","Retreat","0","4550","6410","17210","2480"
"2297","true","true","Waves","05 Shortest Bridges","70","266","2640","Retreat","3200","4530","6760","18410","2640"
"2306","true","true","Waves","05 Shortest Bridges","70","300","1019","Victory","4600","1690","4440","7590","1019"
"2300","true","true","Waves","05 Shortest Bridges","70","266","2580","Retreat","1900","4530","6400","18090","2580"
"2302","true","true","Waves","05 Shortest Bridges","70","300","2420","Retreat","2300","4510","6330","17300","2420"
"2303","true","true","Waves","05 Shortest Bridges","70","300","2420","Retreat","300","4540","6440","17260","2420"
"2304","true","true","Waves","05 Shortest Bridges","70","300","2380","Victory","4700","4340","6410","16950","2380"
"2308","true","true","Waves","05 Shortest Bridges","70","300","1632","Victory","4500","2610","5190","11700","1632"
"2305","true","true","Waves","05 Shortest Bridges","70","300","1984","Victory","4500","3430","6040","14130","1984"
"2307","true","true","Waves","05 Shortest Bridges","70","300","2560","Retreat","700","4530","6450","18150","2560"
"2310","true","true","Waves","05 Shortest Bridges","70","300","2012","Victory","4600","3490","6010","14380","2012"
"2309","true","true","Waves","05 Shortest Bridges","70","300","2460","Retreat","1700","4510","6390","17650","2460"
"2313","true","true","Waves","05 Shortest Bridges","80","100","2474","Victory","4700","2970","5270","12300","2474"
"2317","true","true","Waves","05 Shortest Bridges","80","100","2111","Victory","4500","2180","5320","10610","2111"
"2318","true","true","Waves","05 Shortest Bridges","80","100","1753","Victory","4700","1950","4990","8730","1753"
"2311","true","true","Waves","05 Shortest Bridges","80","100","3700","Retreat","1900","4550","6400","18440","3700"
"2312","true","true","Waves","05 Shortest Bridges","80","100","3700","Retreat","2700","4540","6360","18340","3700"
"2314","true","true","Waves","05 Shortest Bridges","80","100","3750","Victory","4500","4250","6390","18380","3750"
"2316","true","true","Waves","05 Shortest Bridges","80","100","3579","Victory","4500","3930","6120","17590","3579"
"2322","true","true","Waves","05 Shortest Bridges","80","133","2073","Victory","4500","2730","5410","11610","2073"
"2315","true","true","Waves","05 Shortest Bridges","80","100","4060","Retreat","2000","4520","6430","20070","4060"
"2320","true","true","Waves","05 Shortest Bridges","80","100","3920","Retreat","2800","4510","6410","19340","3920"
"2319","true","true","Waves","05 Shortest Bridges","80","100","3580","Retreat","3200","4520","6230","17430","3580"
"2321","true","true","Waves","05 Shortest Bridges","80","133","3100","Retreat","3800","4570","6700","17310","3100"
"2334","true","true","Waves","05 Shortest Bridges","80","166","628","Victory","4600","820","4140","4130","628"
"2328","true","true","Waves","05 Shortest Bridges","80","133","2060","Victory","4600","2590","5360","11640","2060"
"2329","true","true","Waves","05 Shortest Bridges","80","133","2059","Victory","4700","2630","5640","11650","2059"
"2323","true","true","Waves","05 Shortest Bridges","80","133","3300","Retreat","2000","4520","6580","18250","3300"
"2326","true","true","Waves","05 Shortest Bridges","80","133","3520","Retreat","4000","4530","6820","19480","3520"
"2324","true","true","Waves","05 Shortest Bridges","80","133","3700","Retreat","2800","4510","6760","20370","3700"
"2327","true","true","Waves","05 Shortest Bridges","80","133","3380","Retreat","4300","4540","6530","18560","3380"
"2325","true","true","Waves","05 Shortest Bridges","80","133","3560","Retreat","2000","4520","6620","19650","3560"
"2332","true","true","Waves","05 Shortest Bridges","80","166","3099","Victory","4500","4480","6430","18600","3099"
"2331","true","true","Waves","05 Shortest Bridges","80","166","3100","Retreat","3600","4550","6520","18460","3100"
"2335","true","true","Waves","05 Shortest Bridges","80","166","2110","Victory","4600","3160","5460","12760","2110"
"2330","true","true","Waves","05 Shortest Bridges","80","133","3334","Victory","4700","4360","6640","18530","3334"
"2333","true","true","Waves","05 Shortest Bridges","80","166","2920","Retreat","3000","4510","6250","17360","2920"
"2342","true","true","Waves","05 Shortest Bridges","80","200","1539","Victory","4500","2210","5010","9930","1539"
"2336","true","true","Waves","05 Shortest Bridges","80","166","2880","Retreat","2700","4540","6430","17320","2880"
"2339","true","true","Waves","05 Shortest Bridges","80","166","2920","Retreat","1100","4550","6420","17240","2920"
"2343","true","true","Waves","05 Shortest Bridges","80","200","2780","Retreat","3500","4510","6400","17420","2780"
"2337","true","true","Waves","05 Shortest Bridges","80","166","3083","Victory","4500","4470","6940","18530","3083"
"2341","true","true","Waves","05 Shortest Bridges","80","200","2675","Victory","4700","4120","6270","16880","2675"
"2338","true","true","Waves","05 Shortest Bridges","80","166","3120","Retreat","3100","4510","6410","18810","3120"
"2340","true","true","Waves","05 Shortest Bridges","80","166","3160","Retreat","1700","4550","6500","18830","3160"
"2346","true","true","Waves","05 Shortest Bridges","80","200","2131","Victory","4500","3070","5580","13590","2131"
"2345","true","true","Waves","05 Shortest Bridges","80","200","2940","Retreat","2300","4530","6400","18610","2940"
"2344","true","true","Waves","05 Shortest Bridges","80","200","2880","Retreat","1700","4530","6450","18160","2880"
"2347","true","true","Waves","05 Shortest Bridges","80","200","2678","Victory","4500","4280","6400","17060","2678"
"2351","true","true","Waves","05 Shortest Bridges","80","233","2700","Retreat","1200","4560","6620","17910","2700"
"2349","true","true","Waves","05 Shortest Bridges","80","200","2920","Retreat","3000","4510","6520","18290","2920"
"2348","true","true","Waves","05 Shortest Bridges","80","200","2740","Retreat","1200","4520","6380","17380","2740"
"2350","true","true","Waves","05 Shortest Bridges","80","200","2960","Retreat","2400","4530","6510","18760","2960"
"2353","true","true","Waves","05 Shortest Bridges","80","233","2634","Victory","4500","4170","6380","17230","2634"
"2352","true","true","Waves","05 Shortest Bridges","80","233","2780","Retreat","1400","4530","6260","18210","2780"
"2356","true","true","Waves","05 Shortest Bridges","80","233","2660","Retreat","1000","4520","6460","17490","2660"
"2355","true","true","Waves","05 Shortest Bridges","80","233","2700","Retreat","2400","4560","6680","17840","2700"
"2354","true","true","Waves","05 Shortest Bridges","80","233","2780","Retreat","2400","4560","6510","18110","2780"
"2360","true","true","Waves","05 Shortest Bridges","80","233","1729","Victory","4500","2930","5680","11600","1729"
"2357","true","true","Waves","05 Shortest Bridges","80","233","2640","Retreat","1400","4560","6590","17350","2640"
"2358","true","true","Waves","05 Shortest Bridges","80","233","2760","Retreat","400","4520","6480","18130","2760"
"2364","true","true","Waves","05 Shortest Bridges","80","266","1186","Victory","4500","1800","4750","8220","1186"
"2359","true","true","Waves","05 Shortest Bridges","80","233","2740","Retreat","300","4540","6610","18080","2740"
"2366","true","true","Waves","05 Shortest Bridges","80","266","1188","Victory","4600","1830","4770","8210","1188"
"2369","true","true","Waves","05 Shortest Bridges","80","266","1205","Victory","4700","1830","4850","8330","1205"
"2361","true","true","Waves","05 Shortest Bridges","80","266","2640","Retreat","300","4520","6470","18050","2640"
"2363","true","true","Waves","05 Shortest Bridges","80","266","2580","Retreat","500","4530","6560","17570","2580"
"2375","true","true","Waves","05 Shortest Bridges","80","300","916","Victory","4500","1610","4580","6550","916"
"2362","true","true","Waves","05 Shortest Bridges","80","266","2660","Retreat","2300","4540","6670","18130","2660"
"2376","true","true","Waves","05 Shortest Bridges","80","300","540","Victory","4700","760","4220","3980","540"
"2365","true","true","Waves","05 Shortest Bridges","80","266","2740","Retreat","3200","4530","6600","18350","2740"
"2367","true","true","Waves","05 Shortest Bridges","80","266","2577","Victory","4500","4110","6440","17520","2577"
"2381","true","true","Waves","05 Shortest Bridges","90","100","551","Victory","4500","490","3140","2660","551"
"2370","true","true","Waves","05 Shortest Bridges","80","266","2680","Retreat","1700","4520","6700","18280","2680"
"2368","true","true","Waves","05 Shortest Bridges","80","266","2540","Retreat","1900","4530","6430","17210","2540"
"2371","true","true","Waves","05 Shortest Bridges","80","300","2419","Victory","4500","4480","6620","16760","2419"
"2372","true","true","Waves","05 Shortest Bridges","80","300","2500","Retreat","1200","4540","6570","17340","2500"
"2373","true","true","Waves","05 Shortest Bridges","80","300","2480","Retreat","0","4540","6420","17140","2480"
"2374","true","true","Waves","05 Shortest Bridges","80","300","2500","Retreat","1600","4510","6630","17480","2500"
"2377","true","true","Waves","05 Shortest Bridges","80","300","2480","Retreat","1000","4510","6360","17340","2480"
"2378","true","true","Waves","05 Shortest Bridges","80","300","2600","Retreat","600","4510","6400","18140","2600"
"2383","true","true","Waves","05 Shortest Bridges","90","100","2031","Victory","4500","2380","5270","9680","2031"
"2380","true","true","Waves","05 Shortest Bridges","80","300","2500","Retreat","2600","4520","6750","17530","2500"
"2379","true","true","Waves","05 Shortest Bridges","80","300","2580","Retreat","2900","4550","6540","18110","2580"
"2390","true","true","Waves","05 Shortest Bridges","90","100","1274","Victory","4700","1350","4460","6180","1274"
"2382","true","true","Waves","05 Shortest Bridges","90","100","3395","Victory","4500","3570","6250","15800","3395"
"2384","true","true","Waves","05 Shortest Bridges","90","100","3940","Retreat","4400","4530","6670","18440","3940"
"2397","true","true","Waves","05 Shortest Bridges","90","133","392","Victory","4500","370","2800","2290","392"
"2395","true","true","Waves","05 Shortest Bridges","90","133","2153","Victory","4500","2610","5320","11580","2153"
"2387","true","true","Waves","05 Shortest Bridges","90","100","3940","Retreat","1900","4520","6580","18440","3940"
"2392","true","true","Waves","05 Shortest Bridges","90","133","2378","Victory","4600","2780","5550","12670","2378"
"2391","true","true","Waves","05 Shortest Bridges","90","133","3740","Retreat","100","4570","6410","19790","3740"
"2385","true","true","Waves","05 Shortest Bridges","90","100","4140","Retreat","3300","4510","6350","19300","4140"
"2386","true","true","Waves","05 Shortest Bridges","90","100","4300","Retreat","400","4520","6590","20110","4300"
"2388","true","true","Waves","05 Shortest Bridges","90","100","4100","Retreat","2500","4510","6590","19360","4100"
"2389","true","true","Waves","05 Shortest Bridges","90","100","4100","Retreat","2000","4560","6300","19380","4100"
"2393","true","true","Waves","05 Shortest Bridges","90","133","3520","Retreat","2700","4530","6890","18500","3520"
"2398","true","true","Waves","05 Shortest Bridges","90","133","1973","Victory","4500","2260","4790","10470","1973"
"2394","true","true","Waves","05 Shortest Bridges","90","133","3520","Retreat","1100","4510","6650","18530","3520"
"2396","true","true","Waves","05 Shortest Bridges","90","133","3680","Retreat","2300","4520","6710","19540","3680"
"2402","true","true","Waves","05 Shortest Bridges","90","166","3280","Retreat","4200","4550","6690","18770","3280"
